formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded
NaSbI3,3.844432354848823,4.030508652763321,4.216584950677819,,1.39,1.45,1.4,0.93,2.05,2.66,0.5,1.04740119,3.059046537,0.6922203226352518,1.0357142857142858,65.33605916610756,13.355144830939988,0.6100000000000003,1.0357142857142858,0.0461669516047122,0.8953963065957894,-2.30144198864062,0.010144343669639,0,Sb,1,0.0
NaSbBr3,3.50641197284454,3.676955262170047,3.8474985514955535,,1.39,1.45,1.15,0.93,2.05,2.96,0.5,1.04740119,3.3635883,0.6907889323899349,1.2608695652173914,49.60549085097503,12.87012182006056,0.91,1.2608695652173914,0.0463816601415096,0.8694889067168831,-2.617212562687216,0.0815823430632097,0,Sb,1,0.0
NaSbCl3,3.3035997436419704,3.464823227814083,3.626046711986195,,1.39,1.45,1.0,0.93,2.05,3.16,0.5,1.04740119,3.61272528,0.6897898804227952,1.45,41.50514165869421,10.046602694341674,1.1100000000000003,1.45,0.0465315179365806,0.8814791192442669,-2.806674907115173,0.1244451426993521,0,Sb,1,0.0
NaSbF3,2.6275589796334056,2.757716446627536,2.887873913621666,,1.39,1.45,0.5,0.93,2.05,3.98,0.5,1.04740119,3.401189824,0.6853496494577306,2.9,20.9257151954514,16.009643943948234,1.93,2.9,0.0471975525813403,1.222913586791651,-3.4382160552083643,0.267321141486493,0,Sb,1,0.0
NaSbO3,2.762767132435118,2.899137802864845,3.035508473294572,,1.39,1.45,0.6,0.93,2.05,3.44,0.5,1.04740119,1.461112979,0.6864109729566973,2.4166666666666665,24.31333808403943,13.164503093218986,1.39,2.4166666666666665,0.0470383540564954,1.0995561802065448,-3.3119078255897265,0.238745941729065,0,Sb,1,0.0
NaSbS3,3.3035997436419704,3.464823227814083,3.626046711986195,,1.39,1.45,1.0,0.93,2.05,2.58,0.5,1.04740119,2.07710426,0.6897898804227952,1.45,41.50514165869421,9.639951544411396,0.5300000000000002,1.45,0.0465315179365806,0.8814791192442669,-2.806674907115173,0.1244451426993521,0,Sb,1,0.0
NaSbSe3,3.50641197284454,3.676955262170047,3.8474985514955535,,1.39,1.45,1.15,0.93,2.05,2.55,0.5,1.04740119,2.020604712,0.6907889323899349,1.2608695652173914,49.60549085097503,12.775318674710974,0.5,1.2608695652173914,0.0463816601415096,0.8694889067168831,-2.617212562687216,0.0815823430632097,0,Sb,1,0.0
NaBiI3,4.024744584051392,4.242640687119286,4.460536790187179,,1.39,1.6,1.4,0.93,2.02,2.66,0.5,0.94236213,3.059046537,0.6576093065034891,1.142857142857143,76.16609725398023,13.35776462951155,0.6400000000000001,1.142857142857143,0.0513586040244767,0.8256810112757673,-2.1164900633308696,-0.0179031206763748,0,Bi,1,0.0
NaBiBr3,3.68672420204711,3.889087296526012,4.091450391004914,,1.39,1.6,1.15,0.93,2.02,2.96,0.5,0.94236213,3.3635883,0.6531095360777566,1.3913043478260871,58.66318403830593,13.3519001748254,0.94,1.3913043478260871,0.0520335695883365,0.8100252130344309,-2.4322606373774653,0.0535348787171954,0,Bi,1,0.0
NaBiCl3,3.48391197284454,3.676955262170048,3.869998551495555,,1.39,1.6,1.0,0.93,2.02,3.16,0.5,0.94236213,3.61272528,0.6499943103984032,1.6,49.57541079034348,11.332673316902246,1.14,1.6,0.0525008534402395,0.8264812979045124,-2.621722981805423,0.0963976783533376,0,Bi,1,0.0
