formula,A_site,B_site,X_site,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,bond_len_BX,inv_bond_sq,stability_index,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site_encoded
FAMgBr3,FA,Mg,Br,2.53,0.72,1.96,2.57,1.31,2.96,0.1,0.0,3.36,1.1846677043013427,0.3673469387755102,153.99065599999994,3.332140914190995,1.65,0.3673469387755102,2.6799999999999997,0.13922922699933174,0.4351840546413096,0.0,0.6,0.0,0.0,0,0
FAMgCl3,FA,Mg,Cl,2.53,0.72,1.81,2.57,1.31,3.16,0.1,0.0,3.61,1.2129815930235635,0.39779005524861877,129.55421600000003,2.249493896312185,1.85,0.39779005524861877,2.5300000000000002,0.1562280304332203,0.48251201490440093,0.0,0.6,0.0,0.0,0,0
FAMgF3,FA,Mg,F,2.53,0.72,1.33,2.57,1.31,3.98,0.1,0.0,3.4,1.3314303294536942,0.5413533834586466,68.92099999999998,3.035835420538452,2.67,0.5413533834586466,2.05,0.2379535990481856,0.7207743136892178,0.0,0.6,0.0,0.0,0,0
FAMgO3,FA,Mg,O,2.53,0.72,1.4,2.57,1.31,3.44,0.1,0.0,1.46,1.3108158726712882,0.5142857142857143,76.225024,2.555404711362738,2.13,0.5142857142857143,2.12,0.22249911000355996,0.6741338773738055,0.0,0.6,0.0,0.0,0,0
FASrI3,FA,Sr,I,2.53,1.18,2.2,2.57,0.95,2.66,0.1,0.05,3.05,0.9895310872817663,0.5363636363636363,308.915776,2.7592460230000584,1.7100000000000002,0.5363636363636363,3.38,0.08753194916144394,0.5307484922693109,0.0,0.6,0.0,0.0,1,0
FASrBr3,FA,Sr,Br,2.53,1.18,1.96,2.57,0.95,2.96,0.1,0.05,3.36,1.01111765844828,0.6020408163265306,247.67315199999993,2.496165370134697,2.01,0.6020408163265306,3.1399999999999997,0.10142399285975091,0.6087341004943726,0.0,0.6,0.0,0.0,1,0
FASrCl3,FA,Sr,Cl,2.53,1.18,1.81,2.57,0.95,3.16,0.1,0.05,3.61,1.0263690402507075,0.6519337016574586,213.84719200000004,1.854342787008896,2.21,0.6519337016574586,2.99,0.11185557208532342,0.6691245676772568,0.0,0.6,0.0,0.0,1,0
FASrF3,FA,Sr,F,2.53,1.18,1.33,2.57,0.95,3.98,0.1,0.05,3.4,1.0874231774422605,0.8872180451127819,126.50600799999997,2.4848416123661634,3.0300000000000002,0.8872180451127819,2.51,0.15872763924382155,0.964781465700652,0.0,0.6,0.0,0.0,0,0
FASrO3,FA,Sr,O,2.53,1.18,1.4,2.57,0.95,3.44,0.1,0.05,1.46,1.0771045155283454,0.8428571428571429,137.38809600000002,2.1828700888840746,2.49,0.8428571428571429,2.58,0.15023135628868456,0.9078452345167483,0.0,0.6,0.0,0.0,0,0
FACaI3,FA,Ca,I,2.53,1.0,2.2,2.57,1.0,2.66,0.1,0.02,3.05,1.0451922109413654,0.45454545454545453,262.14400000000006,2.9500241059474632,1.6600000000000001,0.45454545454545453,3.2,0.09765624999999999,0.4750873686097115,0.0,0.6,0.0,0.0,1,0
FACaBr3,FA,Ca,Br,2.53,1.0,1.96,2.57,1.0,2.96,0.1,0.02,3.36,1.0726045430836482,0.5102040816326531,207.474688,2.598821298114313,1.96,0.5102040816326531,2.96,0.11413440467494522,0.5472472158590042,0.0,0.6,0.0,0.0,0,0
FACaCl3,FA,Ca,Cl,2.53,1.0,1.81,2.57,1.0,3.16,0.1,0.02,3.61,1.0921150997685467,0.5524861878453039,177.50432800000002,1.7887028133016658,2.16,0.5524861878453039,2.81,0.12664479933131545,0.6033785081594181,0.0,0.6,0.0,0.0,0,0
FACaF3,FA,Ca,F,2.53,1.0,1.33,2.57,1.0,3.98,0.1,0.02,3.4,1.1714301181888724,0.7518796992481203,101.19469600000001,2.3252590803004316,2.98,0.7518796992481203,2.33,0.18419937740610434,0.8807745249540394,0.0,0.6,0.0,0.0,0,0
FACaO3,FA,Ca,O,2.53,1.0,1.4,2.57,1.0,3.44,0.1,0.02,1.46,1.1578873541929715,0.7142857142857143,110.59199999999998,1.9970419034527724,2.44,0.7142857142857143,2.4,0.1736111111111111,0.8270623958521225,0.0,0.6,0.0,0.0,0,0
FAMnI3,FA,Mn,I,2.53,0.67,2.2,2.57,1.55,2.66,0.1,0.0,3.05,1.1653711062760872,0.30454545454545456,189.11922400000003,4.2199503190533445,1.11,0.30454545454545456,2.87,0.12140489747356407,0.3549084732749902,0.0,0.6,0.0,0.0,0,0
FAMnBr3,FA,Mn,Br,2.53,0.67,1.96,2.57,1.55,2.96,0.1,0.0,3.36,1.207189904002889,0.3418367346938776,145.53157599999997,3.8749820755218867,1.41,0.3418367346938776,2.63,0.14457343607685524,0.41266185493976315,0.0,0.6,0.0,0.0,0,0
FAMnCl3,FA,Mn,Cl,2.53,0.67,1.81,2.57,1.55,3.16,0.1,0.0,3.61,1.2374368670764582,0.3701657458563536,122.02393599999999,2.804737435245908,1.61,0.3701657458563536,2.48,0.1625910509885536,0.4580567408515066,0.0,0.6,0.0,0.0,0,0
FAMnF3,FA,Mn,F,2.53,0.67,1.33,2.57,1.55,3.98,0.1,0.0,3.4,1.3647160876900366,0.5037593984962406,64.0,4.063226502822983,2.4299999999999997,0.5037593984962406,2.0,0.25,0.6874885554528756,0.0,0.6,0.0,0.0,0,0
FAMnO3,FA,Mn,O,2.53,0.67,1.4,2.57,1.55,3.44,0.1,0.0,1.46,1.342478091817938,0.47857142857142865,70.95794399999998,3.461197644270501,1.89,0.47857142857142865,2.07,0.23337767509160076,0.6424716582271561,0.0,0.6,0.0,0.0,0,0
FAFeI3,FA,Fe,I,2.53,0.64,2.2,2.57,1.83,2.66,0.1,0.15,3.05,1.1776813644409752,0.2909090909090909,183.25043200000005,4.363254378308441,0.8300000000000001,0.2909090909090909,2.8400000000000003,0.12398333663955562,0.34259821511010186,0.0,0.6,0.0,0.0,0,0
FAFeBr3,FA,Fe,Br,2.53,0.64,1.96,2.57,1.83,2.96,0.1,0.15,3.36,1.2211190182798455,0.326530612244898,140.608,4.021298706442332,1.13,0.326530612244898,2.6,0.14792899408284022,0.39873274066280673,0.0,0.6,0.0,0.0,0,0
FAFeCl3,FA,Fe,Cl,2.53,0.64,1.81,2.57,1.83,3.16,0.1,0.15,3.61,1.2525891552447412,0.35359116022099446,117.64900000000003,2.9217385731136094,1.33,0.35359116022099446,2.45,0.16659725114535606,0.4429044526832234,0.0,0.6,0.0,0.0,0,0
FAFeF3,FA,Fe,F,2.53,0.64,1.33,2.57,1.83,3.98,0.1,0.15,3.4,1.3854985661827781,0.48120300751879697,61.162984000000016,4.276132378918321,2.15,0.48120300751879697,1.9700000000000002,0.2576721894405936,0.6667060769601338,0.0,0.6,0.0,0.0,0,0
FAFeO3,FA,Fe,O,2.53,0.64,1.4,2.57,1.83,3.44,0.1,0.15,1.46,1.3622204166976133,0.4571428571428572,67.91731200000001,3.6381591295614055,1.6099999999999999,0.4571428571428572,2.04,0.24029219530949636,0.6227293333474804,0.0,0.6,0.0,0.0,0,0
BaPbI3,Ba,Pb,I,1.35,1.19,2.2,0.89,2.33,2.66,0.14,0.36,3.05,0.7404805525699834,0.5409090909090909,311.66575200000005,3.863918546223913,0.33000000000000007,0.5409090909090909,3.39,0.08701629815264399,0.400532662526491,0.0,0.6,0.0,0.0,0,0
BaPbBr3,Ba,Pb,Br,1.35,1.19,1.96,0.89,2.33,2.96,0.14,0.36,3.36,0.7430233161039594,0.6071428571428571,250.04699999999997,3.8797090072672455,0.6299999999999999,0.6071428571428571,3.15,0.10078105316200554,0.4511212990631182,0.0,0.6,0.0,0.0,0,0
BaPbCl3,Ba,Pb,Cl,1.35,1.19,1.81,0.89,2.33,3.16,0.14,0.36,3.61,0.74481914284983,0.6574585635359116,216.0,3.4649187546895948,0.8300000000000001,0.6574585635359116,3.0,0.1111111111111111,0.4896877237520981,0.0,0.6,0.0,0.0,0,0
BaPbF3,Ba,Pb,F,1.35,1.19,1.33,0.89,2.33,3.98,0.14,0.36,3.4,0.7520024498333124,0.894736842105263,128.024064,5.203895463733854,1.65,0.894736842105263,2.52,0.15747039556563364,0.6728442972192795,0.0,0.6,0.0,0.0,0,0
BaPbO3,Ba,Pb,O,1.35,1.19,1.4,0.89,2.33,3.44,0.14,0.36,1.46,0.7507890533833999,0.85,138.991832,4.689317414945505,1.1099999999999999,0.85,2.59,0.14907350814686723,0.6381706953758899,0.0,0.6,0.0,0.0,0,0
BaSnI3,Ba,Sn,I,1.35,1.1,2.2,0.89,1.96,2.66,0.14,1.11,3.05,0.7606754767309829,0.5,287.4960000000001,3.6775813816471894,0.7000000000000002,0.5,3.3000000000000003,0.09182736455463726,0.38033773836549145,0.0,0.6,0.0,0.0,0,0
BaSnBr3,Ba,Sn,Br,1.35,1.1,1.96,0.89,1.96,2.96,0.14,1.11,3.36,0.7648769430481935,0.5612244897959184,229.22092800000001,3.591070251938648,1.0,0.5612244897959184,3.06,0.10679653124866505,0.42926767211888417,0.0,0.6,0.0,0.0,0,0
BaSnCl3,Ba,Sn,Cl,1.35,1.1,1.81,0.89,1.96,3.16,0.14,1.11,3.61,0.7678547864431238,0.6077348066298343,197.13736800000004,3.050975645243322,1.2000000000000002,0.6077348066298343,2.91,0.11809024456489647,0.4666520801588045,0.0,0.6,0.0,0.0,0,0
BaSnF3,Ba,Sn,F,1.35,1.1,1.33,0.89,1.96,3.98,0.14,1.11,3.4,0.7798543924197313,0.8270676691729324,114.79125600000002,4.523538826169742,2.02,0.8270676691729324,2.43,0.16935087808430285,0.6449923546328605,0.0,0.6,0.0,0.0,0,0
BaSnO3,Ba,Sn,O,1.35,1.1,1.4,0.89,1.96,3.44,0.14,1.11,1.46,0.7778174593052023,0.7857142857142858,125.0,4.038525406841582,1.48,0.7857142857142858,2.5,0.16,0.6111422894540876,0.0,0.6,0.0,0.0,0,0
BaGeI3,Ba,Ge,I,1.35,0.73,2.2,0.89,2.01,2.66,0.14,1.23,3.05,0.85673347208609,0.3318181818181818,201.23005600000002,4.8737117907436724,0.6500000000000004,0.3318181818181818,2.93,0.11648359328588567,0.2842797430103844,0.0,0.6,0.0,0.0,0,0
BaGeBr3,Ba,Ge,Br,1.35,0.73,1.96,0.89,2.01,2.96,0.14,1.23,3.36,0.8700830653261978,0.37244897959183676,155.72087199999999,4.794449233136453,0.9500000000000002,0.37244897959183676,2.69,0.13819598955238319,0.3240615498408798,0.0,0.6,0.0,0.0,0,0
BaGeCl3,Ba,Ge,Cl,1.35,0.73,1.81,0.89,2.01,3.16,0.14,1.23,3.61,0.8797076490352324,0.4033149171270718,131.09651200000002,4.003986530294104,1.1500000000000004,0.4033149171270718,2.54,0.15500031000062,0.3547992175666959,0.0,0.6,0.0,0.0,1,0
BaGeF3,Ba,Ge,F,1.35,0.73,1.33,0.89,2.01,3.98,0.14,1.23,3.4,0.919925326980557,0.5488721804511277,69.934528,6.330350339991707,1.9700000000000002,0.5488721804511277,2.06,0.2356489772834386,0.5049214200720349,0.0,0.6,0.0,0.0,1,0
BaGeO3,Ba,Ge,O,1.35,0.73,1.4,0.89,2.01,3.44,0.14,1.23,1.46,0.9129312902643218,0.5214285714285715,77.308776,5.539643203462006,1.4300000000000002,0.5214285714285715,2.13,0.2204148206925434,0.47602845849496783,0.0,0.6,0.0,0.0,1,0
BaTiI3,Ba,Ti,I,1.35,0.6,2.2,0.89,1.54,2.66,0.14,0.08,3.05,0.8965103832900869,0.2727272727272727,175.61600000000004,5.350053327304257,1.12,0.2727272727272727,2.8000000000000003,0.12755102040816324,0.24450283180638732,0.0,0.6,0.0,0.0,0,0
BaTiBr3,Ba,Ti,Br,1.35,0.6,1.96,0.89,1.54,2.96,0.14,0.08,3.36,0.9142669709872937,0.30612244897959184,134.21772800000002,5.255740015897115,1.42,0.30612244897959184,2.56,0.152587890625,0.2798776441797838,0.0,0.6,0.0,0.0,0,0
BaTiCl3,Ba,Ti,Cl,1.35,0.6,1.81,0.89,1.54,3.16,0.14,0.08,3.61,0.9271607587342282,0.3314917127071823,111.98016800000002,4.319750054002368,1.62,0.3314917127071823,2.41,0.1721733441228629,0.30734610786769995,0.0,0.6,0.0,0.0,0,0
BaTiF3,Ba,Ti,F,1.35,0.6,1.33,0.89,1.54,3.98,0.14,0.08,3.4,0.981889209108781,0.45112781954887216,57.512456000000014,6.981578593176657,2.44,0.45112781954887216,1.9300000000000002,0.2684635829149775,0.44295753794381093,0.0,0.6,0.0,0.0,1,0
BaTiO3,Ba,Ti,O,1.35,0.6,1.4,0.89,1.54,3.44,0.14,0.08,1.46,0.9722718241315028,0.4285714285714286,64.0,6.048136001328463,1.9,0.4285714285714286,2.0,0.25,0.416687924627787,0.0,0.6,0.0,0.0,1,0
BaZnI3,Ba,Zn,I,1.35,0.74,2.2,0.89,1.65,2.66,0.14,0.0,3.05,0.8538194126572256,0.3363636363636363,203.29747200000008,4.76452101700094,1.0100000000000002,0.3363636363636363,2.9400000000000004,0.11569253551760837,0.2871938024392486,0.0,0.6,0.0,0.0,0,0
BaZnBr3,Ba,Zn,Br,1.35,0.74,1.96,0.89,1.65,2.96,0.14,0.0,3.36,0.8668605354546193,0.37755102040816324,157.46400000000003,4.664390570617351,1.31,0.37755102040816324,2.7,0.1371742112482853,0.32728407971245826,0.0,0.6,0.0,0.0,0,0
BaZnCl3,Ba,Zn,Cl,1.35,0.74,1.81,0.89,1.65,3.16,0.14,0.0,3.61,0.8762578151174472,0.4088397790055249,132.65099999999998,3.865680995126236,1.5100000000000002,0.4088397790055249,2.55,0.15378700499807768,0.35824905148448116,0.0,0.6,0.0,0.0,1,0
BaZnF3,Ba,Zn,F,1.35,0.74,1.33,0.89,1.65,3.98,0.14,0.0,3.4,0.9154812432753368,0.556390977443609,70.95794400000003,6.068211961861666,2.33,0.556390977443609,2.0700000000000003,0.23337767509160068,0.509365503777255,0.0,0.6,0.0,0.0,1,0
BaZnO3,Ba,Zn,O,1.35,0.74,1.4,0.89,1.65,3.44,0.14,0.0,1.46,0.9086652561976662,0.5285714285714286,78.40275199999996,5.307732272003893,1.79,0.5285714285714286,2.1399999999999997,0.218359682068303,0.4802944925616236,0.0,0.6,0.0,0.0,1,0
BaMgI3,Ba,Mg,I,1.35,0.72,2.2,0.89,1.31,2.66,0.14,0.0,3.05,0.8596674908261109,0.3272727272727272,199.17670399999997,4.521268636526655,1.35,0.3272727272727272,2.92,0.11728279226871835,0.28134572427036353,0.0,0.6,0.0,0.0,0,0
BaMgBr3,Ba,Mg,Br,1.35,0.72,1.96,0.89,1.31,2.96,0.14,0.0,3.36,0.8733296439281614,0.3673469387755102,153.99065599999994,4.3274697374266875,1.65,0.3673469387755102,2.6799999999999997,0.13922922699933174,0.32081497123891645,0.0,0.6,0.0,0.0,0,0
BaMgCl3,Ba,Mg,Cl,1.35,0.72,1.81,0.89,1.31,3.16,0.14,0.0,3.61,0.8831847543673873,0.39779005524861877,129.55421600000003,3.43256105659489,1.85,0.39779005524861877,2.5300000000000002,0.1562280304332203,0.3513221122345408,0.0,0.6,0.0,0.0,0,0
BaMgF3,Ba,Mg,F,1.35,0.72,1.33,0.89,1.31,3.98,0.14,0.0,3.4,0.9244127675999744,0.5413533834586466,68.92099999999998,5.259705335742414,2.67,0.5413533834586466,2.05,0.2379535990481856,0.5004339794526177,0.0,0.6,0.0,0.0,1,0
BaMgO3,Ba,Mg,O,1.35,0.72,1.4,0.89,1.31,3.44,0.14,0.0,1.46,0.9172375699353799,0.5142857142857143,76.225024,4.5661792625884905,2.13,0.5142857142857143,2.12,0.22249911000355996,0.4717221788239097,0.0,0.6,0.0,0.0,1,0
BaSrI3,Ba,Sr,I,1.35,1.18,2.2,0.89,0.95,2.66,0.14,0.05,3.05,0.7426713234355751,0.5363636363636363,308.915776,3.2554050097970686,1.7100000000000002,0.5363636363636363,3.38,0.08753194916144394,0.3983418916608993,0.0,0.6,0.0,0.0,0,0
BaSrBr3,Ba,Sr,Br,1.35,1.18,1.96,0.89,0.95,2.96,0.14,0.05,3.36,0.7453896323972843,0.6020408163265306,247.67315199999993,3.1150105585940917,2.01,0.6020408163265306,3.1399999999999997,0.10142399285975091,0.4487549827697936,0.0,0.6,0.0,0.0,0,0
BaSrCl3,Ba,Sr,Cl,1.35,1.18,1.81,0.89,0.95,3.16,0.14,0.05,3.61,0.7473101767724046,0.6519337016574586,213.84719200000004,2.5710757821551318,2.21,0.6519337016574586,2.99,0.11185557208532342,0.48719668982952347,0.0,0.6,0.0,0.0,0,0
BaSrF3,Ba,Sr,F,1.35,1.18,1.33,0.89,0.95,3.98,0.14,0.05,3.4,0.7549984755298597,0.8872180451127819,126.50600799999997,3.696415203604394,3.0300000000000002,0.8872180451127819,2.51,0.15872763924382155,0.6698482715227326,0.0,0.6,0.0,0.0,0,0
BaSrO3,Ba,Sr,O,1.35,1.18,1.4,0.89,0.95,3.44,0.14,0.05,1.46,0.7536990884740332,0.8428571428571429,137.38809600000002,3.2984786669793134,2.49,0.8428571428571429,2.58,0.15023135628868456,0.6352606602852565,0.0,0.6,0.0,0.0,0,0
BaCaI3,Ba,Ca,I,1.35,1.0,2.2,0.89,1.0,2.66,0.14,0.02,3.05,0.7844465853788261,0.45454545454545453,262.14400000000006,3.53470786153894,1.6600000000000001,0.45454545454545453,3.2,0.09765624999999999,0.3565666297176482,0.0,0.6,0.0,0.0,0,0
BaCaBr3,Ba,Ca,Br,1.35,1.0,1.96,0.89,1.0,2.96,0.14,0.02,3.36,0.7907173803133352,0.5102040816326531,207.474688,3.337568467242588,1.96,0.5102040816326531,2.96,0.11413440467494522,0.40342723485374243,0.0,0.6,0.0,0.0,0,0
BaCaCl3,Ba,Ca,Cl,1.35,1.0,1.81,0.89,1.0,3.16,0.14,0.02,3.61,0.7951805795549787,0.5524861878453039,177.50432800000002,2.6521822571706184,2.16,0.5524861878453039,2.81,0.12664479933131545,0.4393262870469496,0.0,0.6,0.0,0.0,0,0
BaCaF3,Ba,Ca,F,1.35,1.0,1.33,0.89,1.0,3.98,0.14,0.02,3.4,0.8133245380171448,0.7518796992481203,101.19469600000001,3.8398773803126396,2.98,0.7518796992481203,2.33,0.18419937740610434,0.6115222090354472,0.0,0.6,0.0,0.0,0,0
BaCaO3,Ba,Ca,O,1.35,1.0,1.4,0.89,1.0,3.44,0.14,0.02,1.46,0.8102265201095857,0.7142857142857143,110.59199999999998,3.3829589537436813,2.44,0.7142857142857143,2.4,0.1736111111111111,0.5787332286497041,0.0,0.6,0.0,0.0,0,0
BaMnI3,Ba,Mn,I,1.35,0.67,2.2,0.89,1.55,2.66,0.14,0.0,3.05,0.8746442763805727,0.30454545454545456,189.11922400000003,5.030398538879861,1.11,0.30454545454545456,2.87,0.12140489747356407,0.2663689387159017,0.0,0.6,0.0,0.0,0,0
BaMnBr3,Ba,Mn,Br,1.35,0.67,1.96,0.89,1.55,2.96,0.14,0.0,3.36,0.8899328690978983,0.3418367346938776,145.53157599999997,4.9281647774378765,1.41,0.3418367346938776,2.63,0.14457343607685524,0.30421174606917956,0.0,0.6,0.0,0.0,0,0
BaMnCl3,Ba,Mn,Cl,1.35,0.67,1.81,0.89,1.55,3.16,0.14,0.0,3.61,0.9009908986086654,0.3701657458563536,122.02393599999999,4.0608134433642835,1.61,0.3701657458563536,2.48,0.1625910509885536,0.3335159679932629,0.0,0.6,0.0,0.0,0,0
BaMnF3,Ba,Mn,F,1.35,0.67,1.33,0.89,1.55,3.98,0.14,0.0,3.4,0.9475230867899737,0.5037593984962406,64.0,6.458091165725673,2.4299999999999997,0.5037593984962406,2.0,0.25,0.47732366026261835,0.0,0.6,0.0,0.0,1,0
BaMnO3,Ba,Mn,O,1.35,0.67,1.4,0.89,1.55,3.44,0.14,0.0,1.46,0.9393930667937225,0.47857142857142865,70.95794399999998,5.62122835803769,1.89,0.47857142857142865,2.07,0.23337767509160076,0.44956668196556726,0.0,0.6,0.0,0.0,1,0
BaFeI3,Ba,Fe,I,1.35,0.64,2.2,0.89,1.83,2.66,0.14,0.15,3.05,0.8838834764831843,0.2909090909090909,183.25043200000005,5.199658073257287,0.8300000000000001,0.2909090909090909,2.8400000000000003,0.12398333663955562,0.25712973861328997,0.0,0.6,0.0,0.0,0,0
BaFeBr3,Ba,Fe,Br,1.35,0.64,1.96,0.89,1.83,2.96,0.14,0.15,3.36,0.900201325279797,0.326530612244898,140.608,5.111360000435364,1.13,0.326530612244898,2.6,0.14792899408284022,0.2939432898872807,0.0,0.6,0.0,0.0,0,0
BaFeCl3,Ba,Fe,Cl,1.35,0.64,1.81,0.89,1.83,3.16,0.14,0.15,3.61,0.9120234402242817,0.35359116022099446,117.64900000000003,4.224523453782141,1.33,0.35359116022099446,2.45,0.16659725114535606,0.32248342637764654,0.0,0.6,0.0,0.0,0,0
BaFeF3,Ba,Fe,F,1.35,0.64,1.33,0.89,1.83,3.98,0.14,0.15,3.4,0.9619523723756077,0.48120300751879697,61.162984000000016,6.782081703198709,2.15,0.48120300751879697,1.9700000000000002,0.2576721894405936,0.46289437467698413,0.0,0.6,0.0,0.0,1,0
BaFeO3,Ba,Fe,O,1.35,0.64,1.4,0.89,1.83,3.44,0.14,0.15,1.46,0.9532076707171595,0.4571428571428572,67.91731200000001,5.8948935896320895,1.6099999999999999,0.4571428571428572,2.04,0.24029219530949636,0.4357520780421301,0.0,0.6,0.0,0.0,1,0
