formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded,Model_Predicted_BG,Error
CuPO3,9.703327465,9.703327465,9.703328055,2.0492,0.82,0.55,1.26,1.9,2.19,3.44,1.235784,0.74660911,1.461112979,0.812709527,0.436507937,516.1115298,2.751226779,1.25,0.436507937,3.51e-08,0.054530735,3.445639986,-1.338986941,1,Other,1,1,2.4470594480655947,0.3978594480655948
CuPS3,5.31083413,5.31083413,14.90440863,1.1555,0.82,0.55,0.88,1.9,2.19,2.58,1.235784,0.74660911,2.07710426,0.840743415,0.625,420.3782367,3.013374959,0.39,0.625,0.650964053,0.027523082,1.017635086,1.909209009,1,Other,1,1,2.5157747442854386,1.3602747442854386
CuSeO3,5.94944534,6.99177858,12.25358662,0.2102,1.013333333,0.82,1.26,2.55,1.9,3.44,2.020604712,1.235784,1.461112979,0.772948174,0.650793651,509.7149484,4.964965889,1.54,0.650793651,0.402372462,0.062398831,1.451925934,0.937384616,0,Other,1,1,1.5266847303439892,1.3164847303439893
CuSeO3,8.27492805,7.7047169,10.61491645,0.0215,1.013333333,0.82,1.26,2.55,1.9,3.44,2.020604712,1.235784,1.461112979,0.772948174,0.650793651,537.157623,4.711312329,1.54,0.650793651,0.173965845,0.059210957,2.323197613,-0.438231757,0,Other,1,1,2.008905655510359,1.9874056555103587
CuSiO3,2.860253,4.918236,8.958139,0.112,0.82,0.54,1.26,1.9,1.9,3.44,1.235784,1.38952128,1.461112979,0.81722458,0.428571429,126.0177181,3.679809082,1.54,0.428571429,0.556054391,0.223037007,-0.987440398,1.529178405,1,Other,1,1,1.9756625592131112,1.863662559213111
CuTeO3,6.016914,7.677819,12.882924,0.0016,1.293333333,0.82,1.26,2.1,1.9,3.44,1.9708757,1.235784,1.461112979,0.868150002,0.650793651,595.1495624,5.337929311,1.54,0.650793651,0.404349455,0.061344155,1.828627659,1.023944948,1,Other,1,1,1.562097383361937,1.5604973833619369
CuTeO3,9.356216,5.290517,7.569102905,0.0019,1.293333333,0.82,1.26,2.1,1.9,3.44,1.9708757,1.235784,1.461112979,0.868150002,0.650793651,294.9782256,5.38491661,1.54,0.650793651,0.275181322,0.123768277,1.358996116,-1.479491269,1,Other,1,1,1.8394848100903862,1.8375848100903862
DyAlO3,3.711247,3.711247,3.711247,2.9483,1.131,0.675,1.26,1.22,1.61,3.44,0.0153,0.432835,1.461112979,0.873874763,0.535714286,51.11631981,7.714647396,1.83,0.535714286,0.0,0.635526358,-1.944727198,0.002102076,1,Other,1,1,1.6532093473392653,-1.2950906526607349
DyAlO3,5.237056292,5.237056292,5.237056611,5.166,1.131,0.675,1.26,1.22,1.61,3.44,0.0153,0.432835,1.461112979,0.873874763,0.535714286,103.6705024,7.60764874,1.83,0.535714286,3.52e-08,0.313355948,-0.572136735,-0.33938964,1,Other,1,1,1.3914264523165745,-3.774573547683426
DyBO3,3.956124733,3.956124733,8.671067,4.514,1.131,0.41,1.26,1.22,2.04,3.44,0.0153,0.27972325,1.461112979,1.012543513,0.325396825,120.5370647,6.097586218,1.4,0.325396825,0.492453942,0.261216041,-0.975734788,1.060527225,1,Other,1,1,1.719448798688533,-2.7945512013114673
DyBO3,6.106156805,6.356277026,6.352441828,5.3594,1.131,0.41,1.26,1.22,2.04,3.44,0.0153,0.27972325,1.461112979,1.012543513,0.325396825,220.0432487,6.680369873,1.4,0.325396825,0.022850964,0.143091029,0.340500378,-0.488288858,1,Other,1,1,1.514345380891553,-3.845054619108447
DyBO3,7.155247078,8.944948492,9.775783951,5.0542,1.131,0.41,1.26,1.22,2.04,3.44,0.0153,0.27972325,1.461112979,1.012543513,0.325396825,602.8154084,7.315524467,1.4,0.325396825,0.15526219,0.052231934,2.22571614,-0.239666826,1,Other,1,1,1.5895239035281472,-3.4646760964718526
DyCoO3,5.12056865,5.41427635,7.3530512,1.1924,1.131,0.768333333,1.26,1.22,1.88,3.44,0.0153,0.66225547,1.461112979,0.833663599,0.60978836,203.857269,8.778717764,1.56,0.60978836,0.203443747,0.162355993,-0.214740047,0.19906676,1,Other,1,1,1.751589345163016,0.5591893451630161
DyCrO3,5.23463434,5.53590021,7.54140459,2.4922,1.131,0.94,1.26,1.22,1.66,3.44,0.0153,0.67592827,1.461112979,0.768612576,0.746031746,218.5379394,7.97814862,1.78,0.746031746,0.205427784,0.158675704,-0.097561123,0.19069875,0,Other,1,1,1.825320927612274,-0.666879072387726
DyCrSe3,3.890608,8.230338,13.270285,0.1166,1.131,0.94,1.013333333,1.22,1.66,2.55,0.0153,0.67592827,2.020604712,0.776366033,0.927631579,424.9280463,7.055572389,0.89,0.927631579,0.554623669,0.053220663,1.297133241,1.959075229,0,Other,1,1,2.2354003796336945,2.1188003796336945
DyErO3,6.411861673,6.411861673,12.700567,3.0953,1.131,1.03,1.26,1.22,1.24,3.44,0.0153,0.312,1.461112979,0.738405094,0.817460317,452.1911364,8.32321385,2.2,0.817460317,0.426744759,0.079114163,1.483305927,0.88248469,0,Other,1,1,1.7236478047316526,-1.3716521952683474
DyFeO3,5.27661581,5.6138646,7.62092487,0.9134,1.131,0.8525,1.26,1.22,1.83,3.44,0.0153,0.15323635,1.461112979,0.800448599,0.676587302,225.7486118,7.836562719,1.61,0.676587302,0.205397655,0.149691839,-0.040642009,0.188362706,1,Other,1,1,1.5488718363628644,0.6354718363628644
DyGaO3,5.307153,5.597165,7.63874,3.6351,1.131,0.76,1.26,1.22,1.81,3.44,0.0153,0.30116615,1.461112979,0.837102805,0.603174603,226.9088559,8.202734055,1.63,0.603174603,0.205584824,0.145592808,-0.032509899,0.180891745,1,Other,1,1,1.5222692880666873,-2.112830711933313
DyGaO3,6.12098791,6.12098791,11.7204,2.8765,1.131,0.76,1.26,1.22,1.81,3.44,0.0153,0.30116615,1.461112979,0.837102805,0.603174603,380.2910574,7.341507103,1.63,0.603174603,0.404737256,0.086871087,1.112185484,0.784838206,1,Other,1,1,1.5960448543572885,-1.2804551456427116
DyGaSe3,3.934719,7.923808,16.254568,0.0191,1.131,0.76,1.013333333,1.22,1.81,2.55,0.0153,0.30116615,2.020604712,0.855170103,0.75,506.7842366,6.148287981,0.74,0.75,0.670805171,0.041387611,1.67514118,2.660971104,1,Other,1,1,2.2340008532234563,2.2149008532234564
DyHoO3,6.42343981,6.42343981,12.747755,3.0556,1.131,1.041,1.26,1.22,1.23,3.44,0.0153,0.338,1.461112979,0.734875127,0.826190476,455.5118362,8.211602966,2.21,0.826190476,0.4279817,0.07886281,1.499376044,0.888301126,0,Other,1,1,1.7105772046965875,-1.3450227953034126
DyInO3,4.121735,4.121735,4.121735,1.5367,1.131,0.94,1.26,1.22,1.78,3.44,0.0153,0.299,1.461112979,0.768612576,0.746031746,70.02291696,7.714620906,1.66,0.746031746,0.0,0.495218749,-1.575459625,-0.089769354,0,Other,1,1,1.903587793375691,0.3668877933756911
DyInO3,5.521777,5.866607,8.191486,2.623,1.131,0.94,1.26,1.22,1.78,3.44,0.0153,0.299,1.461112979,0.768612576,0.746031746,265.3557806,8.143033596,1.66,0.746031746,0.222486509,0.130679879,0.234351633,0.209942402,0,Other,1,1,1.6903728989683378,-0.9326271010316625
DyInO3,6.28807684,6.288076821,12.27113037,1.9871,1.131,0.94,1.26,1.22,1.78,3.44,0.0153,0.299,1.461112979,0.768612576,0.746031746,420.1945037,7.713574372,1.66,0.746031746,0.417065813,0.082525262,1.323415636,0.838022452,0,Other,1,1,1.7030835493861873,-0.28401645061381275
DyLuO3,5.61251,5.876143,8.23375,4.967,1.131,1.001,1.26,1.22,1.27,3.44,0.0153,0.23887,1.461112979,0.747876013,0.794444444,271.5483451,9.42859767,2.17,0.794444444,0.219542414,0.130359433,0.278507583,0.182260863,0,Other,1,1,1.6584899592065834,-3.3085100407934163
DyMgS3,6.91811103,6.91811103,6.765345977,0.2099,1.131,0.86,0.88,1.22,1.31,2.58,0.0153,-0.42,2.07710426,0.817360061,0.977272727,259.9485634,3.615581096,1.27,0.977272727,0.012843529,0.066505418,0.915851435,-0.751695946,1,Other,1,1,2.1179476245831483,1.9080476245831484
DyMnO3,3.400136,6.008605,12.99438,1.0173,1.131,0.8775,1.26,1.22,1.55,3.44,0.0153,-0.52,1.461112979,0.791086627,0.696428571,265.4761472,6.641157922,1.89,0.696428571,0.664294588,0.128176499,0.25525393,2.206273504,0,Other,1,1,1.711942775592396,0.6946427755923958
DyMnO3,5.330322,5.867879,7.499174,0.4134,1.131,0.8775,1.26,1.22,1.55,3.44,0.0153,-0.52,1.461112979,0.791086627,0.696428571,234.5567986,7.516597381,1.89,0.696428571,0.181221408,0.145072764,0.053248489,0.124877298,0,Other,1,1,1.6518690192922727,1.2384690192922727
DyRhO3,5.21847713,5.75597356,7.573281,0.8883,1.131,0.745,1.26,1.22,2.28,3.44,0.0153,1.142892,1.461112979,0.84336542,0.591269841,227.4817948,9.150958,1.16,0.591269841,0.199593948,0.14475689,-0.017859285,0.19381692,1,Other,1,1,1.681616804517617,0.793316804517617
DySbTe3,10.76923483,10.76923483,10.76923489,0.8479,1.131,0.83,1.293333333,1.22,2.05,2.1,0.0153,1.04740119,1.9708757,0.807466932,0.641752577,172.0845756,6.43683018,0.05,0.641752577,3.13e-09,0.207112671,4.404510868,-1.577548084,1,Other,1,1,2.022795379508876,1.1748953795088757
DyScO3,5.45367,5.747842,7.988247,4.4598,1.131,0.885,1.26,1.22,1.36,3.44,0.0153,0.17938023,1.461112979,0.78832059,0.702380952,250.4062485,6.776053477,2.08,0.702380952,0.216716197,0.13618269,0.133052927,0.195818629,0,Other,1,1,1.431540419308946,-3.0282595806910546
DyScS3,6.37621861,7.00288526,9.52664085,1.7737,1.131,0.885,0.88,1.22,1.36,2.58,0.0153,0.17938023,2.07710426,0.805782723,1.005681818,425.3828748,4.741368135,1.22,1.005681818,0.218420364,0.041203257,1.182655904,0.11808472,1,Other,1,1,1.8695299216935113,0.09582992169351123
DyTmO3,5.637906,5.907363,8.328938,4.8481,1.131,1.095,1.26,1.22,1.25,3.44,0.0153,1.02922,1.461112979,0.718024487,0.869047619,277.3965902,9.085365316,2.19,0.869047619,0.22370994,0.132291163,0.314571171,0.192763485,0,Other,1,1,1.896333839824328,-2.951766160175672
DyVO3,5.25263721,5.66556438,7.54368515,1.6568,1.131,0.7775,1.26,1.22,1.63,3.44,0.0153,0.527662,1.461112979,0.829912965,0.617063492,224.4936902,7.735287972,1.81,0.617063492,0.198427622,0.147738075,-0.042924338,0.177361296,1,Other,1,1,1.485866478892268,-0.17093352110773208
DyYO3,6.445616694,6.445616694,12.800039,3.0318,1.131,1.04,1.26,1.22,1.22,3.44,0.0153,0.3112922,1.461112979,0.735194637,0.825396825,460.5436984,6.477198017,2.22,0.825396825,0.428401604,0.077971621,1.524106799,0.890446215,0,Other,1,1,1.7236478047316526,-1.3081521952683475
ErAlO3,3.445752202,3.445752202,11.449682,3.5604,1.03,0.675,1.26,1.24,1.61,3.44,0.312,0.432835,1.461112979,0.836960772,0.535714286,117.7313501,6.833301218,1.83,0.535714286,0.75585149,0.263336143,-0.912584986,1.951307116,1,Other,1,1,1.5349792114206404,-2.0254207885793596
ErAlO3,3.69546,3.69546,3.69546,3.0097,1.03,0.675,1.26,1.24,1.61,3.44,0.312,0.432835,1.461112979,0.836960772,0.535714286,50.4667709,7.970529553,1.83,0.535714286,0.0,0.614323428,-1.958928897,0.005635369,1,Other,1,1,1.5877577180330542,-1.4219422819669458
ErBO3,3.915666903,3.915666903,8.606045,4.563,1.03,0.41,1.26,1.24,2.04,3.44,0.312,0.27972325,1.461112979,0.969771913,0.325396825,117.2105508,6.405482703,1.4,0.325396825,0.494237753,0.255978372,-1.016030564,1.063782328,1,Other,1,1,1.7161498387464216,-2.8468501612535784
ErBO3,6.471126237,6.471126237,9.485993881,5.6534,1.03,0.41,1.26,1.24,2.04,3.44,0.312,0.27972325,1.461112979,0.969771913,0.325396825,317.4615501,7.094939422,1.4,0.325396825,0.232827117,0.094510236,1.016753272,0.096244382,1,Other,1,1,1.6188245542213149,-4.034575445778685
ErBO3,7.182487,8.983940598,9.838167388,5.1618,1.03,0.41,1.26,1.24,2.04,3.44,0.312,0.27972325,1.461112979,0.969771913,0.325396825,611.7684685,7.363473545,1.4,0.325396825,0.156399579,0.049043662,2.260109961,-0.238054746,1,Other,1,1,1.5625770172917421,-3.599222982708258
ErBiO3,6.115481636,6.115481636,6.115481542,2.47,1.035,1.03,1.26,2.02,1.24,3.44,0.94236213,0.312,1.461112979,0.708757713,0.817460317,156.5540485,8.999615343,2.2,0.817460317,8.93e-09,0.219469616,0.218078734,-0.535990353,0,Other,1,1,1.710029137629103,-0.7599708623708972
ErBiO3,6.136270504,6.136270504,6.13627022,3.1136,1.035,1.03,1.26,2.02,1.24,3.44,0.94236213,0.312,1.461112979,0.708757713,0.817460317,157.8502147,8.92571619,2.2,0.817460317,2.68e-08,0.21766747,0.236779993,-0.54064316,0,Other,1,1,1.710029137629103,-1.403570862370897
ErCoO3,5.08216856,5.42485142,7.3068925,1.4471,1.03,0.768333333,1.26,1.24,1.88,3.44,0.312,0.66225547,1.461112979,0.798448198,0.60978836,201.4510944,9.040484271,1.56,0.60978836,0.201725276,0.15693437,-0.23256035,0.203374766,0,Other,1,1,1.7360523522325073,0.28895235223250726
ErCrO3,5.18848926,5.52090784,7.50302878,0.2571,1.03,0.94,1.26,1.24,1.66,3.44,0.312,0.67592827,1.461112979,0.736145043,0.746031746,214.9255427,8.259316967,1.78,0.746031746,0.206138234,0.154443311,-0.126417182,0.201299607,0,Other,1,1,1.8097839346817648,1.552683934681765
ErFeO3,5.23478674,5.58551303,7.59284986,1.5703,1.03,0.8525,1.26,1.24,1.83,3.44,0.312,0.15323635,1.461112979,0.766636258,0.676587302,222.0071058,8.111015951,1.61,0.676587302,0.207296216,0.145535323,-0.071145369,0.200296467,0,Other,1,1,1.4834202070566531,-0.08687979294334691
ErGaO3,3.78183872,3.78183872,3.78183872,2.9153,1.03,0.76,1.26,1.24,1.81,3.44,0.312,0.30116615,1.461112979,0.801742126,0.603174603,54.08900745,8.748926587,1.63,0.603174603,0.0,0.583361577,-1.881224165,-0.013697076,1,Other,1,1,1.5872232325663316,-1.3280767674336682
ErGaO3,5.269754,5.574949,7.612088,3.6631,1.03,0.76,1.26,1.24,1.81,3.44,0.312,0.30116615,1.461112979,0.801742126,0.603174603,223.6325631,8.464254916,1.63,0.603174603,0.206984156,0.141095055,-0.058880265,0.191038549,1,Other,1,1,1.4444947184786525,-2.2186052815213477
ErGaO3,5.98487367,5.984869476,11.60914576,2.9001,1.03,0.76,1.26,1.24,1.81,3.44,0.312,0.30116615,1.461112979,0.801742126,0.603174603,360.1146357,7.884501907,1.63,0.603174603,0.413146213,0.087620567,0.993685661,0.821171803,1,Other,1,1,1.5483463424875605,-1.3517536575124396
ErInO3,5.521226,5.840363,8.176804,2.8823,1.03,0.94,1.26,1.24,1.78,3.44,0.312,0.299,1.461112979,0.736145043,0.746031746,263.6689278,8.31501488,1.66,0.746031746,0.22262004,0.125892014,0.22219223,0.208016937,0,Other,1,1,1.6249212696621271,-1.2573787303378727
ErInO3,6.238329888,6.23832799,12.21741889,1.9651,1.03,0.94,1.26,1.24,1.78,3.44,0.312,0.299,1.461112979,0.736145043,0.746031746,411.7619877,7.986693006,1.66,0.746031746,0.41937537,0.080614077,1.278033946,0.848220372,0,Other,1,1,1.6612798463742697,-0.30382015362573034
ErLuO3,5.582688,5.843866,8.226505,4.525,1.03,1.001,1.26,1.24,1.27,3.44,0.312,0.23887,1.461112979,0.716284429,0.794444444,268.3854527,9.657491079,2.17,0.794444444,0.222389413,0.126370633,0.25436527,0.194388959,0,Other,1,1,1.5930383299003728,-2.9319616700996276
ErMnO3,5.198735051,5.754135201,7.32288723,1.0455,1.03,0.8775,1.26,1.24,1.55,3.44,0.312,-0.52,1.461112979,0.757669752,0.696428571,219.0584914,8.192693324,1.89,0.696428571,0.180833928,0.148567417,-0.065680986,0.142879627,0,Other,1,1,1.7223503290216848,0.6768503290216847
ErNiO3,5.559041,5.181402,9.058277002,0.3404,1.03,0.74,1.26,1.24,1.91,3.44,0.312,1.1571612,1.461112979,0.809759547,0.587301587,213.8945757,8.5071007,1.53,0.587301587,0.323908121,0.146857715,0.134719087,0.433667191,1,Other,1,1,1.5806600859370676,1.2402600859370676
ErRhO3,5.18710261,5.72004523,7.53016477,0.9642,1.03,0.745,1.26,1.24,2.28,3.44,0.312,1.142892,1.461112979,0.807740197,0.591269841,223.4234642,9.458659049,1.16,0.591269841,0.199840873,0.140749355,-0.04961731,0.19829478,1,Other,1,1,1.6536092810906287,0.6894092810906287
ErScO3,5.420689,5.720861,7.943644,4.4171,1.03,0.885,1.26,1.24,1.36,3.44,0.312,0.17938023,1.461112979,0.755020557,0.702380952,246.34041,7.016210425,2.08,0.702380952,0.216634938,0.132410868,0.10373809,0.20015538,0,Other,1,1,1.366088790002735,-3.051011209997265
ErScS3,6.3377534,6.95169131,9.52790257,1.58,1.03,0.885,0.88,1.24,1.36,2.58,0.312,0.17938023,2.07710426,0.765313278,1.005681818,419.7813341,4.87993787,1.22,1.005681818,0.222550705,0.03822064,1.149694965,0.136711359,0,Other,1,1,1.812818997345791,0.23281899734579103
ErScS3,6.353452,6.970915,9.539495,1.7555,1.03,0.885,0.88,1.24,1.36,2.58,0.312,0.17938023,2.07710426,0.765313278,1.005681818,422.4982604,4.848556838,1.22,1.005681818,0.221702886,0.037974857,1.164457508,0.13205169,0,Other,1,1,1.7489896281355208,-0.006510371864479225
ErVO3,5.20978186,5.64494742,7.49784195,1.5838,1.03,0.7775,1.26,1.24,1.63,3.44,0.312,0.527662,1.461112979,0.794855997,0.617063492,220.503619,8.018613803,1.81,0.617063492,0.198614887,0.143686607,-0.073797435,0.1851328,0,Other,1,1,1.4204148495860567,-0.16338515041394341
EuCO3,5.10965115,5.94351265,8.41489239,0.4293,1.1985,0.3,1.26,1.2,2.55,3.44,0.11613,1.262122611,1.461112979,1.114541399,0.238095238,255.5541916,5.509426855,0.89,0.238095238,0.264879761,0.127024657,0.143822855,0.427725501,0,Other,1,1,1.8088073256372041,1.3795073256372041
EuHfO3,4.09768332,4.09766316,4.09771369,0.4796,1.1985,0.85,1.26,1.2,1.3,3.44,0.11613,0.17807,1.461112979,0.824021129,0.674603175,68.80440725,9.133639661,2.14,0.674603175,6.21e-06,0.507540554,-1.59709865,-0.08437816,1,Other,1,1,1.5687883193920764,1.0891883193920764
EuHfS3,6.60695663,7.07850207,9.64170674,0.1287,1.1985,0.85,0.88,1.2,1.3,2.58,0.11613,0.17807,2.07710426,0.849678279,0.965909091,450.9171333,6.284678757,1.28,0.965909091,0.210025438,0.040688608,1.314983572,0.046906309,1,Other,1,1,1.8299802735676325,1.7012802735676325
EuPS3,7.55293914,6.64483084,11.29563194,0.844,1.1985,0.55,0.88,1.2,2.19,2.58,0.11613,0.74660911,2.07710426,1.027932464,0.625,468.0589134,3.961132608,0.39,0.625,0.290094991,0.035191424,1.772567493,0.071479471,1,Other,1,1,1.8616832332384863,1.0176832332384862
EuPSe3,7.80256507,6.99196033,11.82313847,0.4933,1.1985,0.55,1.013333333,1.2,2.19,2.55,0.11613,0.74660911,2.020604712,1.000579041,0.542763158,531.1167416,5.250249069,0.36,0.542763158,0.29159856,0.039508804,2.076999941,0.076333661,1,Other,1,1,1.8616334478241363,1.3683334478241362
EuSeO3,4.431882117,5.423626961,6.449863472,0.0866,1.1985,1.013333333,1.26,1.2,2.55,3.44,0.11613,2.020604712,1.461112979,0.764817265,0.804232804,148.4742738,6.238942248,0.89,0.804232804,0.185651656,0.247229173,-0.612410412,0.26757342,0,Other,1,1,1.9508688605000186,1.8642688605000186
EuZrO3,4.197333,4.197333,4.197333,0.3877,1.1985,0.86,1.26,1.2,1.33,3.44,0.11613,0.433289,1.461112979,0.820134237,0.682539683,73.94695196,6.538823412,2.11,0.682539683,0.0,0.473486607,-1.507453033,-0.106688963,1,Other,1,1,1.6555506136632498,1.26785061366325
EuZrO3,5.74546581,5.84474033,8.1659234,0.1866,1.1985,0.86,1.26,1.2,1.33,3.44,0.11613,0.433289,1.461112979,0.820134237,0.682539683,274.217879,7.05316608,2.11,0.682539683,0.207990153,0.127682744,0.305970482,0.113334915,1,Other,1,1,1.3019094500600918,1.1153094500600917
EuZrO3,8.367172,8.367172,8.367172,0.4663,1.1985,0.86,1.26,1.2,1.33,3.44,0.11613,0.433289,1.461112979,0.820134237,0.682539683,585.7820911,6.603493936,2.11,0.682539683,0.0,0.059771188,2.24365863,-1.039941763,1,Other,1,1,1.5304992228517098,1.0641992228517099
EuZrS3,6.5652183,7.15394128,9.6658817,0.1453,1.1985,0.86,0.88,1.2,1.33,2.58,0.11613,0.433289,2.07710426,0.844795071,0.977272727,453.9792657,4.965501931,1.25,0.977272727,0.211255802,0.040616513,1.330863921,0.065937838,1,Other,1,1,1.9430781326548876,1.7977781326548876
FeBO3,3.149366497,10.364107,12.42698298,1.5176,0.8525,0.41,1.26,1.83,2.04,3.44,0.15323635,0.27972325,1.461112979,0.894604003,0.325396825,402.110929,3.787766301,1.4,0.325396825,0.5633726,0.069685665,1.668183183,1.956789895,1,Other,1,1,1.9347293562569776,0.41712935625697756
FeBO3,4.988757981,8.657854,5.456182502,0.513,0.8525,0.41,1.26,1.83,2.04,3.44,0.15323635,0.27972325,1.461112979,0.894604003,0.325396825,235.1127234,3.239089327,1.4,0.325396825,0.313641302,0.119182692,0.623922032,-0.357338163,1,Other,1,1,1.839037777291479,1.326037777291479
FeBO3,4.998054303,7.387514288,7.387745939,0.6727,0.8525,0.41,1.26,1.83,2.04,3.44,0.15323635,0.27972325,1.461112979,0.894604003,0.325396825,236.1817174,3.224428722,1.4,0.325396825,0.209315779,0.118643254,0.468376978,0.158573053,1,Other,1,1,2.0338843762310703,1.3611843762310705
FeBO3,5.521964019,5.521963684,5.521963256,1.4816,0.8525,0.41,1.26,1.83,2.04,3.44,0.15323635,0.27972325,1.461112979,0.894604003,0.325396825,90.18607293,4.222110401,1.4,0.325396825,6.92e-08,0.310706149,-0.315839197,-0.403155155,1,Other,1,1,1.854801518632643,0.37320151863264295
FeBiO3,4.879828,5.30529985,5.305304092,1.3463,1.035,0.8525,1.26,2.02,1.83,3.44,0.94236213,0.15323635,1.461112979,0.768310136,0.676587302,137.3487564,7.564040948,1.61,0.676587302,0.047574047,0.23572735,-0.669939234,-0.18030361,0,Other,1,1,1.9371221158916692,0.5908221158916691
FeBiO3,5.136741823,5.136741392,5.136741335,1.1601,1.035,0.8525,1.26,2.02,1.83,3.44,0.94236213,0.15323635,1.461112979,0.768310136,0.676587302,119.2804838,4.354910311,1.61,0.676587302,5.19e-08,0.271434667,-0.662378102,-0.316938401,0,Other,1,1,1.9491536371370148,0.7890536371370149
FeBiO3,5.427758962,5.427758962,5.427757968,1.7789,1.035,0.8525,1.26,2.02,1.83,3.44,0.94236213,0.15323635,1.461112979,0.768310136,0.676587302,128.437709,4.044418207,1.61,0.676587302,1.06e-07,0.252082185,-0.400584274,-0.382071167,0,Other,1,1,1.8938562707170796,0.1149562707170797
FeBiO3,5.430644,5.458528412,5.52404333,1.6259,1.035,0.8525,1.26,2.02,1.83,3.44,0.94236213,0.15323635,1.461112979,0.768310136,0.676587302,132.0054227,3.935109621,1.61,0.676587302,0.008763632,0.245269154,-0.372934279,-0.36206186,0,Other,1,1,1.8636010805713574,0.23770108057135753
FeBiO3,5.43632513,5.67645136,7.79673188,1.542,1.035,0.8525,1.26,2.02,1.83,3.44,0.94236213,0.15323635,1.461112979,0.768310136,0.676587302,240.5996234,8.636020315,1.61,0.676587302,0.206090502,0.134567369,0.069977815,0.161286345,0,Other,1,1,1.9434868994997136,0.4014868994997136
FeBiO3,5.588111297,5.58810496,5.64785525,1.2791,1.035,0.8525,1.26,2.02,1.83,3.44,0.94236213,0.15323635,1.461112979,0.768310136,0.676587302,125.3662986,8.287008783,1.61,0.676587302,0.006151011,0.25825807,-0.246849398,-0.403853144,0,Other,1,1,1.8743866243683656,0.5952866243683657
FeBiO3,5.611531675,7.944785,9.814267492,1.6433,1.035,0.8525,1.26,2.02,1.83,3.44,0.94236213,0.15323635,1.461112979,0.768310136,0.676587302,379.3144417,8.21675768,1.61,0.676587302,0.270292132,0.08535625,1.287543738,0.452159985,0,Other,1,1,2.0684395075171986,0.42513950751719864
FeBiO3,5.633780048,5.553403143,7.876305,0.1276,1.035,0.8525,1.26,2.02,1.83,3.44,0.94236213,0.15323635,1.461112979,0.768310136,0.676587302,246.2916288,8.436434665,1.61,0.676587302,0.207496832,0.131457405,0.111379815,0.105323687,0,Other,1,1,1.8263075891294311,1.6987075891294312
