formula,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,a,b,c,volume,density
Ag3SI,0.373899999999999,1.2733333333333334,0.88,1.086666666666667,2.66,2.58,1.93,3.059046537,2.07710426,1.304473,0.8486562942008488,0.8098159509202454,4.31969,4.73214816413117,13.2786736759478,271.07710159969986,5.912215314641317
Ag3SI,0.333,1.2733333333333334,0.88,1.086666666666667,2.66,2.58,1.93,3.059046537,2.07710426,1.304473,0.8486562942008488,0.8098159509202454,4.999040194127769,4.999040194127769,4.999040596322159,124.86936728848828,6.417371315030583
AgAsO3,0.2921,1.086666666666667,0.6599999999999999,1.26,1.93,2.18,3.44,1.304473,0.8044863,1.461112979,0.8643721515008644,0.5238095238095237,6.38907548326394,6.389075483244043,6.389075851082788,119.28055162319482,6.425733028349928
AgAsO3,0.5930000000000001,1.086666666666667,0.6599999999999999,1.26,1.93,2.18,3.44,1.304473,0.8044863,1.461112979,0.8643721515008644,0.5238095238095237,6.755519,12.790828,20.006086,1728.699514830734,5.320519664379105
AgAsO3,0.7378,1.086666666666667,0.6599999999999999,1.26,1.93,2.18,3.44,1.304473,0.8044863,1.461112979,0.8643721515008644,0.5238095238095237,7.778960825645029,7.778960825645029,5.158002726894685,304.7254522248717,5.030528133497361
AgAuO3,0.0,1.086666666666667,1.07,1.26,1.93,2.54,3.44,1.304473,2.30861025,1.461112979,0.7122723308504977,0.8492063492063493,6.423519612541165,6.423519612541165,7.539733,294.29506712515894,7.963340122990181
AgAuO3,0.2423,1.086666666666667,1.07,1.26,1.93,2.54,3.44,1.304473,2.30861025,1.461112979,0.7122723308504977,0.8492063492063493,7.285926449969694,7.285926449969694,7.285926449969694,273.488677155319,8.569172736555055
AgBO3,0.0,1.086666666666667,0.41,1.26,1.93,2.04,3.44,1.304473,0.27972325,1.461112979,0.9937691801686588,0.3253968253968253,6.001194420657441,6.001194420657441,6.0011951381864765,109.9353807286683,5.035218550839825
AgBO3,0.0,1.086666666666667,0.41,1.26,1.93,2.04,3.44,1.304473,0.27972325,1.461112979,0.9937691801686588,0.3253968253968253,3.483287,3.483287,3.483287,42.26372548752631,6.548744367105115
AgBiO3,0.0,1.086666666666667,1.035,1.26,1.93,2.02,3.44,1.304473,0.94236213,1.461112979,0.7231348718438605,0.8214285714285714,6.303216286437266,6.303216286437266,6.303216493885404,154.63007543874295,7.836022365054108
AgBiO3,0.0,1.086666666666667,1.035,1.26,1.93,2.02,3.44,1.304473,0.94236213,1.461112979,0.7231348718438605,0.8214285714285714,6.688041740330203,6.688041740330203,3.49088122,149.26590686018258,8.1176254841836
AgBrO3,2.383,1.086666666666667,0.8825000000000001,1.26,1.93,2.96,3.44,1.304473,3.3635883,1.461112979,0.7746065488362472,0.7003968253968255,4.303791650102409,4.303791650102409,4.303792863739109,77.26506831359747,5.067049942399514
AgCO3,0.0,1.086666666666667,0.3,1.26,1.93,2.55,3.44,1.304473,1.262122611,1.461112979,1.063842648001064,0.238095238095238,6.031251394317758,6.03125180605084,6.031252522130848,113.34598203986192,4.91885954703674
AgClO3,2.7117,1.086666666666667,0.7799999999999999,1.26,1.93,3.16,3.44,1.304473,3.61272528,1.461112979,0.8135267308243429,0.619047619047619,4.324921442343317,4.324921442343317,4.324920984832439,76.84405818753127,4.134260284941861
AgClO3,2.3983,1.086666666666667,0.7799999999999999,1.26,1.93,3.16,3.44,1.304473,3.61272528,1.461112979,0.8135267308243429,0.619047619047619,7.367087862203898,7.367087862203898,7.367087862203898,307.0636281159876,4.138469148530601
AgClO3,3.1001,1.086666666666667,0.7799999999999999,1.26,1.93,3.16,3.44,1.304473,3.61272528,1.461112979,0.8135267308243429,0.619047619047619,6.6271587,6.6271587,6.6271587,291.05972332883755,4.366022674178715
AgClO3,3.113099999999999,1.086666666666667,0.7799999999999999,1.26,1.93,3.16,3.44,1.304473,3.61272528,1.461112979,0.8135267308243429,0.619047619047619,5.41686,6.967275,8.843055668625693,309.0459323760985,4.111923887247284
AgGeO3,0.0,1.086666666666667,0.77,1.26,1.93,2.01,3.44,1.304473,1.232676413,1.461112979,0.8175342516658421,0.6111111111111112,2.993014,5.324973,7.139362,113.78514352920584,6.66947885108977
AgGeO3,0.0,1.086666666666667,0.77,1.26,1.93,2.01,3.44,1.304473,1.232676413,1.461112979,0.8175342516658421,0.6111111111111112,5.15847512782043,9.308652172260816,3.170383214193199,152.22963156576708,4.985150397663503
AgGeO3,0.0,1.086666666666667,0.77,1.26,1.93,2.01,3.44,1.304473,1.232676413,1.461112979,0.8175342516658421,0.6111111111111112,10.407861612121383,8.850075154274906,3.1728930403382654,292.25589368380406,5.193309183747746
AgGeO3,0.0,1.086666666666667,0.77,1.26,1.93,2.01,3.44,1.304473,1.232676413,1.461112979,0.8175342516658421,0.6111111111111112,3.170383,5.158475,9.308652,152.23687320929267,4.984913262721486
AgGeO3,0.0,1.086666666666667,0.77,1.26,1.93,2.01,3.44,1.304473,1.232676413,1.461112979,0.8175342516658421,0.6111111111111112,10.323074,9.273411,12.646994,1210.6981013108827,5.014545624641301
AgIO3,1.806899999999999,1.2733333333333334,1.086666666666667,1.26,2.66,1.93,3.44,3.059046537,1.304473,1.461112979,0.7634692040632635,0.8624338624338624,5.7148103500000005,5.98186524,17.24873905,589.6520320460871,6.370565024964008
AgIO3,2.4375,1.2733333333333334,1.086666666666667,1.26,2.66,1.93,3.44,3.059046537,1.304473,1.461112979,0.7634692040632635,0.8624338624338624,5.66928603,7.23941537,15.25444032,626.0775664617084,5.999922075919814
AgIO3,1.9765,1.2733333333333334,1.086666666666667,1.26,2.66,1.93,3.44,3.059046537,1.304473,1.461112979,0.7634692040632635,0.8624338624338624,5.915064,6.645817,8.445084,331.9799078095097,5.657596324183561
AgNO3,1.853899999999999,1.086666666666667,0.63,1.26,1.93,3.04,3.44,1.304473,-0.07,1.461112979,0.8780923443818305,0.5,6.201768483235515,6.201684964596964,6.201686927787416,125.10450403344892,4.509524594558627
AgNO3,2.008899999999999,1.086666666666667,0.63,1.26,1.93,3.04,3.44,1.304473,-0.07,1.461112979,0.8780923443818305,0.5,6.90205076,7.20285772,10.01382351,497.832124749116,4.532948436087429
AgNO3,2.0027,1.086666666666667,0.63,1.26,1.93,3.04,3.44,1.304473,-0.07,1.461112979,0.8780923443818305,0.5,7.077779,7.419143,10.226522,537.0054543267189,4.20228013166999
AgNO3,1.7204000000000002,1.086666666666667,0.63,1.26,1.93,3.04,3.44,1.304473,-0.07,1.461112979,0.8780923443818305,0.5,4.151836390863807,4.151836044266199,4.151836390863807,66.94305711049056,4.21374420425511
AgPO3,2.0232,1.086666666666667,0.55,1.26,1.93,2.19,3.44,1.304473,0.74660911,1.461112979,0.9169030557357236,0.4365079365079365,5.97752081,7.317044274932469,13.599252757519332,523.544804128728,4.7408418269331225
AgPO3,2.287,1.086666666666667,0.55,1.26,1.93,2.19,3.44,1.304473,0.74660911,1.461112979,0.9169030557357236,0.4365079365079365,4.050258,5.872686,11.96470882086522,264.7268375552521,4.6879325281271225
AgPS3,1.3228,1.086666666666667,0.55,0.88,1.93,2.19,2.58,1.304473,0.74660911,2.07710426,0.9726247350009728,0.625,6.780253845767679,6.780254284116962,6.61949431379608,222.4638175390565,3.508777848132174
AgPbO3,0.0,1.1225,1.086666666666667,1.26,2.33,1.93,3.44,0.3567212,1.304473,1.461112979,0.7180126494792337,0.8624338624338624,6.063536038908731,6.063536038908731,6.063536145956417,146.41846842959492,8.23510787178762
AgPd3Se,0.0,1.086666666666667,1.0133333333333334,0.84625,1.93,2.55,2.2,1.304473,2.020604712,0.5621412,0.7351027987149408,1.1974396848842936,8.775577,8.775577,8.775577,675.813781221423,9.94805670551939
AgPdO3,0.0,1.086666666666667,0.84625,1.26,1.93,2.2,3.44,1.304473,0.5621412,1.461112979,0.7879380562049422,0.6716269841269841,6.47763478087743,6.47763478087743,6.838195,267.596321977409,6.5103557570517445
AgRuO3,0.0,1.086666666666667,0.6609999999999999,1.26,1.93,2.2,3.44,1.304473,1.046272,1.461112979,0.8639221920258511,0.5246031746031745,7.214616145300594,7.214616145300594,7.214616145300594,265.5367834644938,6.427025653696133
AgSbO3,0.094599999999999,1.086666666666667,0.8300000000000001,1.26,1.93,2.05,3.44,1.304473,1.04740119,1.461112979,0.7940643688428994,0.6587301587301588,7.270079791023507,7.270079791023507,7.270079791023507,271.7080679491053,6.786835394315514
AgSbO3,0.133299999999999,1.086666666666667,0.8300000000000001,1.26,1.93,2.05,3.44,1.304473,1.04740119,1.461112979,0.7940643688428994,0.6587301587301588,6.365893470917373,6.365892970772247,6.36589376317344,137.6369853909369,6.698918634552929
AgSbO3,0.0,1.086666666666667,0.8300000000000001,1.26,1.93,2.05,3.44,1.304473,1.04740119,1.461112979,0.7940643688428994,0.6587301587301588,8.102397,8.348074399865935,13.442677477501794,857.9101650285205,6.448360239734785
AgSbO3,0.287499999999999,1.086666666666667,0.8300000000000001,1.26,1.93,2.05,3.44,1.304473,1.04740119,1.461112979,0.7940643688428994,0.6587301587301588,8.16570663667542,8.16570663667542,9.517102340571997,430.8249683273084,6.420372777966916
AgSe3I,1.396399999999999,1.2733333333333334,1.086666666666667,1.0133333333333334,2.66,1.93,2.55,3.059046537,1.304473,2.020604712,0.7700770077007703,1.0723684210526314,5.101597,8.251258,15.05009,633.5274140517166,4.944996330259913
AgSnO3,0.0,1.086666666666667,0.83,1.26,1.93,1.96,3.44,1.304473,1.1120702,1.461112979,0.7940643688428994,0.6587301587301587,6.60529984780199,6.60529984780199,3.286703,134.59491336386623,6.775067906671611
AgTe3I,1.0025,1.2733333333333334,1.086666666666667,1.2933333333333332,2.66,1.93,2.1,3.059046537,1.304473,1.9708757,0.7626813101478215,0.8402061855670104,5.147745,8.806155,16.469045,746.5721189941695,5.494464735067228
AgTeO3,1.6662,1.2933333333333332,1.086666666666667,1.26,2.1,1.93,3.44,1.9708757,1.304473,1.461112979,0.7694965925163945,0.8624338624338624,11.826693,6.024564,9.221228837776666,574.8261713517004,6.550947813132411
AgTeO3,1.5732,1.2933333333333332,1.086666666666667,1.26,2.1,1.93,3.44,1.9708757,1.304473,1.461112979,0.7694965925163945,0.8624338624338624,6.92440761,6.518629494280824,13.29551784875234,600.0363880095312,6.2757131490630265
AgTeO3,1.1676,1.2933333333333332,1.086666666666667,1.26,2.1,1.93,3.44,1.9708757,1.304473,1.461112979,0.7694965925163945,0.8624338624338624,5.461745683913237,6.918137290444788,7.399801560000014,274.18003351321124,6.867123404093996
Al3BC,0.453,0.41,0.3,0.675,2.04,2.55,1.61,0.27972325,1.262122611,0.432835,0.7870017771007869,0.4444444444444444,3.48117644426188,3.48117644426188,11.46837206,120.36064717516008,2.863195325500272
AlAgO3,0.0,1.086666666666667,0.675,1.26,1.93,1.61,3.44,1.304473,0.432835,1.461112979,0.8576715921869043,0.5357142857142857,3.751028,3.751028,3.751028,52.77775563990637,5.752918850209689
AlAgO3,0.0622,1.086666666666667,0.675,1.26,1.93,1.61,3.44,1.304473,0.432835,1.461112979,0.8576715921869043,0.5357142857142857,4.313100198084088,5.740123170650173,10.013828009245715,247.91957719409973,4.898784496633195
AlAgO3,0.048099999999999,1.086666666666667,0.675,1.26,1.93,1.61,3.44,1.304473,0.432835,1.461112979,0.8576715921869043,0.5357142857142857,6.049468028248847,6.049468028248847,10.846984,343.77477103566014,5.299274482147776
AlAgO3,0.032,1.086666666666667,0.675,1.26,1.93,1.61,3.44,1.304473,0.432835,1.461112979,0.8576715921869043,0.5357142857142857,4.727991,5.293314,9.496944,237.67755732530316,5.109883300879145
AlAgO3,0.0,1.086666666666667,0.675,1.26,1.93,1.61,3.44,1.304473,0.432835,1.461112979,0.8576715921869043,0.5357142857142857,3.4082844093597884,3.4082844093597884,11.579135,116.48724396800375,5.213036809008493
AlAgO3,0.0,1.086666666666667,0.675,1.26,1.93,1.61,3.44,1.304473,0.432835,1.461112979,0.8576715921869043,0.5357142857142857,4.003727,4.003727,4.003727,64.17906273811799,4.730922084847537
AlAuO3,0.0,1.07,0.675,1.26,2.54,1.61,3.44,2.30861025,0.432835,1.461112979,0.8515801746287586,0.5357142857142857,3.76133,3.76133,3.76133,53.21380497954464,8.486096191787198
AlBO3,5.8392,0.675,0.41,1.26,1.61,2.04,3.44,0.432835,0.27972325,1.461112979,0.8194360924544124,0.3253968253968253,5.314435904671068,5.314435904671068,5.314435922361375,81.46986382228383,3.497216426150522
AlBiO3,0.948,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.8387881977566527,0.5357142857142857,5.384863,5.395965,9.424568,273.8452642962739,6.8874939972276366
AlBiO3,0.7618,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.8387881977566527,0.5357142857142857,6.323772693044873,6.323772693044873,11.833578,409.82569070936927,6.903328622755919
AlBiO3,0.641099999999999,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.8387881977566527,0.5357142857142857,3.6427624919538735,3.6427624919538735,12.876102,147.97103559945393,6.373232458531103
AlBiO3,0.0,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.8387881977566527,0.5357142857142857,4.274584,4.274584,4.274584,78.10549111437122,6.037051899615939
AlBiO3,1.585999999999999,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.8387881977566527,0.5357142857142857,3.787194,3.787194,3.787194,54.31911150734789,8.680681447425108
AlBiO3,2.977899999999999,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.8387881977566527,0.5357142857142857,5.459999439663891,5.459999439663891,5.459999208192708,113.6752137295987,8.296037245622959
AlBiO3,3.0001,1.035,0.675,1.26,2.02,1.61,3.44,0.94236213,0.432835,1.461112979,0.8387881977566527,0.5357142857142857,5.094505,7.207137,8.683036793422046,284.0844556688522,6.639249618811864
AlBr3N,0.344199999999999,0.675,0.63,0.8825000000000001,1.61,3.04,2.96,0.432835,-0.07,3.3635883,0.7282546436461829,0.7138810198300283,12.08136,12.809219,19.269713,2982.0417732849783,2.500910437271448
AlCo3C,0.0,0.675,0.3,0.7683333333333334,1.61,2.55,1.88,0.432835,1.262122611,0.66225547,0.9554554742302848,0.3904555314533622,3.722911,3.722911,3.722911,51.59979334082594,6.9444222571555
AlCoO3,2.5603,0.7683333333333334,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.7413255168263228,0.5357142857142857,5.175649031843832,5.175649031843832,5.175648975480176,88.02147690236615,5.052577293436306
AlCoO3,0.0,0.7683333333333334,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.7413255168263228,0.5357142857142857,5.290845536872249,5.545188294416791,11.855107909472691,300.83541597823785,4.43500291432238
AlCoO3,0.0,0.7683333333333334,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.7413255168263228,0.5357142857142857,5.414479802301325,5.414479802301325,11.557588,293.4346035604501,4.546859608260251
AlCoO3,0.0,0.7683333333333334,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.7413255168263228,0.5357142857142857,4.769808999999999,4.920832,7.300502,171.3532126131805,5.190860547629025
AlCoO3,0.0,0.7683333333333334,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.7413255168263228,0.5357142857142857,3.1517642678328595,3.1517642678328595,11.266135,96.91991245037585,4.588688787346288
AlCoO3,0.0255,0.7683333333333334,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.7413255168263228,0.5357142857142857,4.859754,4.877269816954255,5.186674642311103,93.23909210681114,4.769837473558319
AlCoO3,0.0,0.7683333333333334,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.7413255168263228,0.5357142857142857,3.694482,3.694482,3.694482,50.426713548382544,4.409719414937844
AlCoO3,0.8939,0.7683333333333334,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.7413255168263228,0.5357142857142857,4.846808021306187,5.366148667741792,4.936906816476892,93.40382959355364,4.761424852352278
AlCoO3,0.827199999999999,0.7683333333333334,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.7413255168263228,0.5357142857142857,6.367889676634245,6.367889676634245,5.030233598808112,199.73401558336545,4.453275664965529
AlCoO3,0.3481,0.7683333333333334,0.675,1.26,1.88,1.61,3.44,0.66225547,0.432835,1.461112979,0.7413255168263228,0.5357142857142857,4.859753715111704,5.325595421680002,4.964776402484406,93.2390744041256,4.769838379175771
AlCrO3,1.1578,0.94,0.675,1.26,1.66,1.61,3.44,0.67592827,0.432835,1.461112979,0.8040671176752228,0.5357142857142857,5.515928196201615,5.515928196201615,11.631256,306.4745698006157,4.12787933393825
AlCrO3,1.802899999999999,0.94,0.675,1.26,1.66,1.61,3.44,0.67592827,0.432835,1.461112979,0.8040671176752228,0.5357142857142857,5.019513,5.052393,7.532182,191.0202958801217,4.415202888009722
AlCrO3,0.0,0.94,0.675,1.26,1.66,1.61,3.44,0.67592827,0.432835,1.461112979,0.8040671176752228,0.5357142857142857,3.826701,3.826701,3.726416,54.568296419178175,3.863934818304003
AlCrO3,0.0,0.94,0.675,1.26,1.66,1.61,3.44,0.67592827,0.432835,1.461112979,0.8040671176752228,0.5357142857142857,3.1801274498260272,3.1801274498260272,11.738046,102.8053083398928,4.101895980166584
AlCuO3,0.1349,0.82,0.675,1.26,1.9,1.61,3.44,1.235784,0.432835,1.461112979,0.7602089112565742,0.5357142857142857,5.287445212571379,5.287445212571379,5.287445410575602,93.92117845950877,4.8983073774801245
AlCuO3,0.0,0.82,0.675,1.26,1.9,1.61,3.44,1.235784,0.432835,1.461112979,0.7602089112565742,0.5357142857142857,5.648616041375887,5.648616041375887,10.488773,289.82739014121466,4.762021986179602
AlCuO3,0.0,0.82,0.675,1.26,1.9,1.61,3.44,1.235784,0.432835,1.461112979,0.7602089112565742,0.5357142857142857,4.563595,4.870815,8.702906,193.4519105341512,4.756270435164536
AlCuO3,0.0,0.82,0.675,1.26,1.9,1.61,3.44,1.235784,0.432835,1.461112979,0.7602089112565742,0.5357142857142857,3.1582363402210736,3.1582363402210736,11.229472,97.00166525182576,4.742751582207296
AlCuO3,0.0,0.82,0.675,1.26,1.9,1.61,3.44,1.235784,0.432835,1.461112979,0.7602089112565742,0.5357142857142857,3.699148,3.699148,3.699148,50.618016416915935,4.544378009211107
AlCuO3,0.35,0.82,0.675,1.26,1.9,1.61,3.44,1.235784,0.432835,1.461112979,0.7602089112565742,0.5357142857142857,6.781667,4.709123,6.232749402688512,198.42876062512912,4.636977017852498
AlFe3B,0.0,0.675,0.41,0.8525,1.61,2.04,1.83,0.432835,0.27972325,0.15323635,0.8556584088394696,0.4809384164222873,3.822321999999999,3.822321999999999,3.822321999999999,55.84468045961814,6.105405143121323
AlFe3C,0.0,0.675,0.3,0.8525,1.61,2.55,1.83,0.432835,1.262122611,0.15323635,0.9373264565378138,0.3519061583577712,3.78948866,3.78990736,3.78993006,54.43025908535758,6.300659849414099
AlFe3N,0.0,0.675,0.63,0.8525,1.61,3.04,1.83,0.432835,-0.07,0.15323635,0.7286804324855517,0.7390029325513197,3.717861,3.717861,3.717861,51.39009803799576,6.737893041831554
AlFe3O,0.0,1.26,0.675,0.8525,3.44,1.61,1.83,1.461112979,0.432835,0.15323635,0.9780613319690632,0.7917888563049854,4.113634,4.113634,4.113634,69.61085155162793,5.021773651598028
AlFeO3,2.1792,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.7720871754949581,0.5357142857142857,4.963586850660417,4.963348703352808,9.494494209231265,193.12520973604157,4.499455863270265
AlFeO3,1.3295,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.7720871754949581,0.5357142857142857,4.886171,4.935838,7.438778,179.40360141259467,4.8435948356114125
AlFeO3,1.360799999999999,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.7720871754949581,0.5357142857142857,4.982350366878467,5.001520929513841,7.943456491072195,197.9087281123728,4.390702550514783
AlFeO3,0.6687000000000001,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.7720871754949581,0.5357142857142857,4.974753428114494,4.9997173514073046,7.945401365495271,197.55869509092068,4.398481964523095
AlFeO3,0.0,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.7720871754949581,0.5357142857142857,3.1875995002139144,3.1875995002139144,11.964116,105.2782827603756,4.126959209953927
AlFeO3,0.0,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.7720871754949581,0.5357142857142857,3.801023,3.801023,3.801023,54.91632829150119,3.955828732210649
AlFeO3,1.9962,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.7720871754949581,0.5357142857142857,5.044116,8.669205999999999,9.376979,410.0410451498143,4.238396948650082
AlFeO3,2.1089,0.8525,0.675,1.26,1.83,1.61,3.44,0.15323635,0.432835,1.461112979,0.7720871754949581,0.5357142857142857,4.868112000408064,5.121179000426171,7.339769000001361,182.98391243946455,4.748823793892831
AlGaO3,3.0761,0.76,0.675,1.26,1.81,1.61,3.44,0.30116615,0.432835,1.461112979,0.7382798080472499,0.5357142857142857,4.889231,5.009529,7.448018,182.42240177281883,5.268750946247227
AlGaO3,3.4263999999999992,0.76,0.675,1.26,1.81,1.61,3.44,0.30116615,0.432835,1.461112979,0.7382798080472499,0.5357142857142857,4.995092,8.625028,9.159761,394.62822780999744,4.871107205336525
AlGaO3,3.5313,0.76,0.675,1.26,1.81,1.61,3.44,0.30116615,0.432835,1.461112979,0.7382798080472499,0.5357142857142857,5.001676,8.601477,9.277844,399.1495589770759,4.815930171239055
AlInO3,0.0,0.94,0.675,1.26,1.78,1.61,3.44,0.299,0.432835,1.461112979,0.8040671176752228,0.5357142857142857,5.119892,5.296575,7.483319,202.9318362183001,6.212264483894981
AlInO3,0.0,0.94,0.675,1.26,1.78,1.61,3.44,0.299,0.432835,1.461112979,0.8040671176752228,0.5357142857142857,3.714679,3.714679,3.714679,51.25826144368386,6.14860026112864
