formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index
CaTlBr3,7.406002468,7.406002468,10.87564125,3.7234,1.3325,1.14,0.8825,1.62,1,2.96,0.32005319,0.024551,3.3635883,0.774525625,1.291784703,328.6284841,4.892994482,1.96,1.291784703,0.23394867,0.075322377
CaTlCl3,4.070888618,7.075985436,10.33872924,4.2088,1.3325,1.14,0.78,1.62,1,3.16,0.32005319,0.024551,3.61272528,0.778119107,1.461538462,285.1063936,4.086550331,2.16,1.461538462,0.437707434,0.077443554
CaTlCl3,5.400074196,5.400074196,5.397680296,3.9626,1.3325,1.14,0.78,1.62,1,3.16,0.32005319,0.024551,3.61272528,0.778119107,1.461538462,157.4006604,3.701069691,2.16,1.461538462,0.000255982,0.140276745
CaTlF3,4.463129183,4.465590355,4.465846833,4.546,1.3325,1.14,0.705,1.62,1,3.98,0.32005319,0.024551,3.401189824,0.781001445,1.617021277,89.00543655,5.624154327,2.98,1.617021277,0.000336066,0.230542605
CaTlF3,4.470460416,4.470460416,4.45005966,4.4564,1.3325,1.14,0.705,1.62,1,3.98,0.32005319,0.024551,3.401189824,0.781001445,1.617021277,88.93294789,5.628738538,2.98,1.617021277,0.002638727,0.230730519
CaTlF3,4.510864911,4.510864911,4.508624307,4.4565,1.3325,1.14,0.705,1.62,1,3.98,0.32005319,0.024551,3.401189824,0.781001445,1.617021277,91.7408787,5.456458649,2.98,1.617021277,0.000286825,0.223668505
CaTlF3,6.256542655,6.256543271,6.256544008,4.6281,1.3325,1.14,0.705,1.62,1,3.98,0.32005319,0.024551,3.401189824,0.781001445,1.617021277,174.9120683,5.723793858,2.98,1.617021277,1.08E-07,0.11731349
CaTlI3,7.925339799,7.925339799,11.65178533,3.2233,1.3325,1.14,1.273333333,1.62,1,2.66,0.32005319,0.024551,3.059046537,0.763624606,0.895287958,404.7941462,5.129160287,1.66,0.895287958,0.234684164,0.103905187
CaTmO3,4.272108,4.272108,4.272108,0,1.14,1.095,1.26,1,1.25,3.44,0.024551,1.02922,1.461112979,0.720727214,0.869047619,77.96984479,5.473601076,2.19,0.869047619,0,0.472528085
CaVO3,3.830406,3.830406,3.830406,0,1.14,0.7775,1.26,1,1.63,3.44,0.024551,0.527662,1.461112979,0.833036853,0.617063492,56.19975561,4.107568072,1.81,0.617063492,0,0.592744387
CaVO3,5.31108468,5.354107228,7.551772193,0.4339,1.14,0.7775,1.26,1,1.63,3.44,0.024551,0.527662,1.461112979,0.833036853,0.617063492,214.7429868,4.299918247,1.81,0.617063492,0.211026803,0.155125391
CaVO3,5.381454,5.437594,7.682538597,0.2606,1.14,0.7775,1.26,1,1.63,3.44,0.024551,0.527662,1.461112979,0.833036853,0.617063492,224.8006192,4.107538896,1.81,0.617063492,0.212839977,0.148185044
CaWN3,3.629991136,5.796946249,7.44986265,0.5612,1.14,0.766666667,0.63,1,2.36,3.04,0.024551,0.81650082,-0.07,0.896253962,1.216931217,145.9552203,6.051179305,0.68,1.216931217,0.340531069,0.07698014
CaWO3,4.09948691,4.09948691,4.128679097,0,1.14,0.766666667,1.26,1,2.36,3.44,0.024551,0.81650082,1.461112979,0.837489764,0.608465608,69.25007417,6.520245334,1.08,0.608465608,0.004101539,0.4798686
CaWO3,5.580866,5.794242,7.910173,1.9784,1.14,0.766666667,1.26,1,2.36,3.44,0.024551,0.81650082,1.461112979,0.837489764,0.608465608,255.7903797,7.060898434,1.08,0.608465608,0.200306711,0.129914722
CaYO3,4.345547,4.345547,4.345547,0,1.14,1.04,1.26,1,1.22,3.44,0.024551,0.3112922,1.461112979,0.737961995,0.825396825,82.06034801,3.581335142,2.22,0.825396825,0,0.439373746
CaZnO3,3.876625,3.876625,3.876625,0,1.14,0.88,1.26,1,1.65,3.44,0.024551,-0.62,1.461112979,0.793136724,0.698412698,58.25877875,4.374759928,1.79,0.698412698,0,0.586999713
CaZrO3,4.160071,4.160071,4.160071,3.2122,1.14,0.86,1.26,1,1.33,3.44,0.024551,0.433289,1.461112979,0.800619145,0.682539683,71.99498216,4.135496361,2.11,0.682539683,0,0.472361369
CaZrO3,5.58500572,5.77809678,8.01738023,3.8263,1.14,0.86,1.26,1,1.33,3.44,0.024551,0.433289,1.461112979,0.800619145,0.682539683,258.7265008,4.603084506,2.11,0.682539683,0.209289356,0.131442462
CaZrO3,5.831835,8.123604,11.457092,3.7448,1.14,0.86,1.26,1,1.33,3.44,0.024551,0.433289,1.461112979,0.800619145,0.682539683,542.7856698,4.38825125,2.11,0.682539683,0.333928817,0.062653917
CaZrS3,6.5877,7.082334,9.662054,1.1878,1.14,0.86,0.88,1,1.33,2.58,0.024551,0.433289,2.07710426,0.821018062,0.977272727,450.7956098,3.352008297,1.25,0.977272727,0.212259813,0.038673429
Cd3SbN,6.731846,6.634417,9.397146,0,0.83,0.63,1.09,2.05,3.04,1.69,1.04740119,-0.07,-0.72,0.789447716,0.577981651,419.6941463,7.485779701,1.35,0.577981651,0.206607112,0.046977793
CdBO3,3.501721,3.501721,3.501721,0,1.09,0.41,1.26,1.69,2.04,3.44,-0.72,0.27972325,1.461112979,0.995180784,0.325396825,42.93827785,6.621547144,1.4,0.325396825,0,0.718491009
CdBiO3,5.829561946,5.830423031,5.972227016,0.767,1.09,1.035,1.26,1.69,2.02,3.44,-0.72,0.94236213,1.461112979,0.724162052,0.821428571,145.2691758,8.444817808,1.42,0.821428571,0.013972201,0.242351878
CdCO3,4.143972673,4.143972673,4.143972779,0,1.09,0.3,1.26,1.69,2.55,3.44,-0.72,1.262122611,1.461112979,1.065353788,0.238095238,70.75556272,4.046466014,0.89,0.238095238,1.47E-08,0.433537197
CdCO3,4.562464581,4.562464581,4.562464292,0,1.09,0.3,1.26,1.69,2.55,3.44,-0.72,1.262122611,1.461112979,1.065353788,0.238095238,64.92625259,4.40977214,0.89,0.238095238,3.66E-08,0.47246171
CdCO3,5.987672,7.475772,14.4341555,0,1.09,0.3,1.26,1.69,2.55,3.44,-0.72,1.262122611,1.461112979,1.065353788,0.238095238,563.0646568,4.067880679,0.89,0.238095238,0.484860832,0.054478945
CdCO3,6.145127278,6.145126917,6.145126563,2.6226,1.09,0.3,1.26,1.69,2.55,3.44,-0.72,1.262122611,1.461112979,1.065353788,0.238095238,115.5290272,4.956502911,0.89,0.238095238,5.82E-08,0.265519143
CdCo3N,3.855044,3.855044,3.855044,0,1.09,0.63,0.768333333,1.69,3.04,1.88,-0.72,-0.07,0.66225547,0.939860715,0.819956616,57.29121305,8.788505612,1.16,0.819956616,0,0.212454738
CdCoO3,5.131425083,6.839207884,6.83901004,0.1302,1.09,0.768333333,1.26,1.69,1.88,3.44,-0.72,0.66225547,1.461112979,0.819368238,0.60978836,236.9893853,6.147559993,1.56,0.60978836,0.157248878,0.136976604
CdCoO3,5.314718,5.389024,7.589121,0,1.09,0.768333333,1.26,1.69,1.88,3.44,-0.72,0.66225547,1.461112979,0.819368238,0.60978836,217.3610987,6.702701045,1.56,0.60978836,0.211920535,0.149345956
CdCoO3,5.798157745,5.798157745,5.798157251,0,1.09,0.768333333,1.26,1.69,1.88,3.44,-0.72,0.66225547,1.461112979,0.819368238,0.60978836,111.680177,6.522672611,1.56,0.60978836,4.93E-08,0.29066932
CdFeO3,5.363036612,5.450160574,7.669738067,0,1.09,0.8525,1.26,1.69,1.83,3.44,-0.72,0.15323635,1.461112979,0.786722797,0.676587302,224.1818216,6.407273254,1.61,0.676587302,0.212198462,0.147903502
CdFeO3,5.368368192,5.489292527,7.667267015,0,1.09,0.8525,1.26,1.69,1.83,3.44,-0.72,0.15323635,1.461112979,0.786722797,0.676587302,225.9259817,6.357808779,1.61,0.676587302,0.209519128,0.14676168
CdFeO3,5.37915513,5.506005087,7.669568101,0,1.09,0.8525,1.26,1.69,1.83,3.44,-0.72,0.15323635,1.461112979,0.786722797,0.676587302,227.1522347,6.323486942,1.61,0.676587302,0.208138135,0.145969405
CdGeO3,3.359398272,7.561494276,7.561494276,0.0742,1.09,0.77,1.26,1.69,2.01,3.44,-0.72,1.232676413,1.461112979,0.818695522,0.611111111,137.7922024,5.616969526,1.43,0.611111111,0.393793499,0.235676558
CdGeO3,3.78249,3.78249,3.78249,0.1022,1.09,0.77,1.26,1.69,2.01,3.44,-0.72,1.232676413,1.461112979,0.818695522,0.611111111,54.11695667,7.150943527,1.43,0.611111111,1.44E-16,0.600077941
CdGeO3,5.311913,5.36356,7.580681,0.8481,1.09,0.77,1.26,1.69,2.01,3.44,-0.72,1.232676413,1.461112979,0.818695522,0.611111111,215.979394,7.16711523,1.43,0.611111111,0.212841445,0.150358751
CdGeO3,5.90404287,5.90404287,5.904043563,1.4099,1.09,0.77,1.26,1.69,2.01,3.44,-0.72,1.232676413,1.461112979,0.818695522,0.611111111,118.8363056,6.512947354,1.43,0.611111111,6.78E-08,0.273269955
CdGeO3,6.070451387,6.070451387,5.227937,1.724,1.09,0.77,1.26,1.69,2.01,3.44,-0.72,1.232676413,1.461112979,0.818695522,0.611111111,154.9304451,4.995626273,1.43,0.611111111,0.084016995,0.209606265
CdGeO3,7.04561341,7.04561341,5.399845231,1.5369,1.09,0.77,1.26,1.69,2.01,3.44,-0.72,1.232676413,1.461112979,0.818695522,0.611111111,261.903463,5.910380819,1.43,0.611111111,0.146249221,0.123993748
CdGeO3,10.89885762,10.89885762,10.89885762,1.3002,1.09,0.77,1.26,1.69,2.01,3.44,-0.72,1.232676413,1.461112979,0.818695522,0.611111111,996.4899422,6.213606936,1.43,0.611111111,0,0.03258878
CdInBr3,4.14038678,9.58047134,15.51440356,2.2208,1.09,0.94,0.8825,1.69,1.78,2.96,-0.72,0.299,3.3635883,0.765420457,1.065155807,615.4076256,5.039741076,1.18,1.065155807,0.583760293,0.02850236
CdIrO3,3.953165,3.953165,3.953165,0,1.09,0.765,1.26,1.69,2.2,3.44,-0.72,1.56405712,1.461112979,0.820716992,0.607142857,61.77813947,9.478265063,1.24,0.607142857,0,0.525062434
CdIrO3,5.462063,5.462062977,15.028055,0,1.09,0.765,1.26,1.69,2.2,3.44,-0.72,1.56405712,1.461112979,0.820716992,0.607142857,388.2815804,9.048323854,1.24,0.607142857,0.638435136,0.083540868
CdNCl3,3.775054,9.826511,16.867689,0,1.09,0.63,0.78,1.69,3.04,3.16,-0.72,-0.07,3.61272528,0.937935739,0.807692308,625.717207,2.470987212,0.12,0.807692308,0.645163409,0.019873827
CdNCl3,7.429165,5.873681,7.702877307,0.8155,1.09,0.63,0.78,1.69,3.04,3.16,-0.72,-0.07,3.61272528,0.937935739,0.807692308,320.9371471,2.408788186,0.12,0.807692308,0.140906032,0.038747137
CdNCl3,7.511502454,7.511502454,7.402407,2.0259,1.09,0.63,0.78,1.69,3.04,3.16,-0.72,-0.07,3.61272528,0.937935739,0.807692308,416.4900117,1.856154017,0.12,0.807692308,0.008426105,0.029857608
CdNF3,6.118865,6.384258,8.450394,0,1.09,0.63,0.705,1.69,3.04,3.98,-0.72,-0.07,3.401189824,0.950897658,0.893617021,330.1096798,3.690461933,0.94,0.893617021,0.182749207,0.03294447
CdNi3N,3.82153146,3.82154162,3.82153349,0,1.09,0.63,0.74,1.69,3.04,1.91,-0.72,-0.07,1.1571612,0.944672152,0.851351351,55.81021594,9.000316019,1.13,0.851351351,1.41E-06,0.207205688
CdOsO3,3.942935,3.942935,3.942935,0,1.09,0.673,1.26,1.69,2.2,3.44,-0.72,1.07766124,1.461112979,0.859778536,0.534126984,61.29977114,9.498405606,1.24,0.534126984,0,0.519396769
CdPS3,6.253369407,6.253369838,7.08480051,1.7562,1.09,0.55,0.88,1.69,2.19,2.58,-0.72,0.74660911,2.07710426,0.974273252,0.625,230.0018155,3.459377514,0.39,0.625,0.073505225,0.06384795
CdPS3,7.640597267,7.640596799,7.640597503,1.7727,1.09,0.55,0.88,1.69,2.19,2.58,-0.72,0.74660911,2.07710426,0.974273252,0.625,228.0440968,3.489075665,0.39,0.625,4.69E-08,0.064396074
CdPSe3,7.97359843,7.973598429,7.973597804,1.0486,1.09,0.55,1.013333333,1.69,2.19,2.55,-0.72,0.74660911,2.020604712,0.951496307,0.542763158,261.6919528,4.825860987,0.36,0.542763158,4.54E-08,0.073358282
CdPbO3,9.085826746,9.085836675,9.085830953,0,1.1225,1.09,1.26,2.33,1.69,3.44,0.3567212,-0.72,1.461112979,0.716994192,0.865079365,577.0968158,8.462073206,1.75,0.865079365,5.49E-07,0.063224254
CdRhO3,3.951587,3.951587,3.951587,0,1.09,0.745,1.26,1.69,2.28,3.44,-0.72,1.142892,1.461112979,0.828903695,0.591269841,61.70418835,7.086137227,1.16,0.591269841,0,0.523369805
CdRuO3,3.928223,3.928223,3.928223,0,1.09,0.661,1.26,1.69,2.2,3.44,-0.72,1.046272,1.461112979,0.865149354,0.524603175,60.61615746,7.16304769,1.24,0.524603175,1.38E-16,0.524147603
CdSO3,8.33582975,8.33582975,8.335829818,3.0449,1.09,0.88,1.26,1.69,2.58,3.44,-0.72,2.07710426,1.461112979,0.776613042,0.698412698,451.7822968,4.244667363,0.86,0.698412698,4.73E-09,0.073966188
CdSO3,9.025715,4.573479,7.283293352,3.3347,1.09,0.88,1.26,1.69,2.58,3.44,-0.72,2.07710426,1.461112979,0.776613042,0.698412698,300.5940304,4.253057561,0.86,0.698412698,0.322313052,0.111168589
CdSeO3,5.32817807,6.31758539,8.12471485,3.0904,1.09,1.013333333,1.26,1.69,2.55,3.44,-0.72,2.020604712,1.461112979,0.73106389,0.804232804,273.4878134,5.813522774,0.89,0.804232804,0.215177485,0.127686336
CdSiO3,3.61992,3.61992,3.61992,0.6506,1.09,0.54,1.26,1.69,1.9,3.44,-0.72,1.38952128,1.461112979,0.923306616,0.428571429,47.43478301,6.598592706,1.54,0.428571429,0,0.658201696
CdSiO3,5.519971,9.745057,9.852316,2.7667,1.09,0.54,1.26,1.69,1.9,3.44,-0.72,1.38952128,1.461112979,0.923306616,0.428571429,529.9800388,4.724748712,1.54,0.428571429,0.295122718,0.058911001
CdSiO3,7.28599731,6.992660796,15.10775788,2.8901,1.09,0.54,1.26,1.69,1.9,3.44,-0.72,1.38952128,1.461112979,0.923306616,0.428571429,766.9319925,4.897479562,1.54,0.428571429,0.469901998,0.040709809
CdSnO3,4.057399,4.057399,4.057399,0,1.09,0.83,1.26,1.69,1.96,3.44,-0.72,1.1120702,1.461112979,0.795192301,0.658730159,66.79487685,6.938980318,1.48,0.658730159,0,0.493408601
CdSnO3,5.47790823,5.60073751,7.91411222,0.6904,1.09,0.83,1.26,1.69,1.96,3.44,-0.72,1.1120702,1.461112979,0.795192301,0.658730159,242.8075437,7.63548494,1.48,0.658730159,0.216786848,0.135733702
CdSnO3,5.933372171,5.933372293,5.933373283,0.9762,1.09,0.83,1.26,1.69,1.96,3.44,-0.72,1.1120702,1.461112979,0.795192301,0.658730159,131.0406149,7.073964607,1.48,0.658730159,1.03E-07,0.25150345
CdSnO3,6.704443504,8.489199226,3.36531635,0.7079,1.09,0.83,1.26,1.69,1.96,3.44,-0.72,1.1120702,1.461112979,0.795192301,0.658730159,155.8133142,5.949277673,1.48,0.658730159,0.420433962,0.211517013
CdTcO3,5.457801,5.548414,7.891164,0,1.09,0.741666667,1.26,1.69,1.9,3.44,-0.72,0.552,1.461112979,0.830284051,0.588624339,238.9613289,7.182728248,1.54,0.588624339,0.21899692,0.135046805
CdTeO3,11.30735991,7.451632652,7.831885009,3.019,1.293333333,1.09,1.26,2.1,1.69,3.44,1.9708757,-0.72,1.461112979,0.768405108,0.865079365,604.9274932,6.32473192,1.75,0.865079365,0.239727947,0.065502043
Ce3AlC,4.98731642,4.98731967,4.98728285,0,0.675,0.3,1.08,1.61,2.55,1.12,0.432835,1.262122611,0.60016027,0.899391181,0.277777778,124.0503884,6.148730535,1.43,0.277777778,4.09E-06,0.138906091
Ce3AlN,4.90922468,4.90926019,4.90924297,0,0.675,0.63,1.08,1.61,3.04,1.12,0.432835,-0.07,0.60016027,0.725824462,0.583333333,118.316002,6.474752647,1.92,0.583333333,3.62E-06,0.153535036
Ce3InC,5.04591409,5.0459467,5.04587929,0,0.94,0.3,1.08,1.78,2.55,1.12,0.299,1.262122611,0.60016027,1.035196687,0.277777778,128.4752193,7.07224546,1.43,0.277777778,6.68E-06,0.151175047
Ce3InC,5.839523,5.839523,5.839523,0,0.94,0.3,1.08,1.78,2.55,1.12,0.299,1.262122611,0.60016027,1.035196687,0.277777778,199.1279029,4.562938059,1.43,0.277777778,0,0.097536543
Ce3PbC,5.986195,5.986195,5.986195,0,1.1225,0.3,1.08,2.33,2.55,1.12,0.3567212,1.262122611,0.60016027,1.128723121,0.277777778,214.5124878,4.950817632,1.43,0.277777778,1.82E-16,0.101940685
Ce3SnC,5.843293,5.843293,5.843293,0,0.83,0.3,1.08,1.96,2.55,1.12,1.1120702,1.262122611,0.60016027,0.978824591,0.277777778,199.5138232,4.586504784,1.43,0.277777778,0,0.091914438
Ce3SnN,4.97328277,4.97332533,4.97330351,0,0.83,0.63,1.08,1.96,3.04,1.12,1.1120702,-0.07,0.60016027,0.789928617,0.583333333,123.0084615,7.466035505,1.92,0.583333333,4.28E-06,0.156676198
Ce3SnN,5.878219,5.878219,5.878219,0,0.83,0.63,1.08,1.96,3.04,1.12,1.1120702,-0.07,0.60016027,0.789928617,0.583333333,203.1127969,4.521554302,1.92,0.583333333,1.85E-16,0.094885691
CeAl3Ag,4.305624527,4.305624507,6.321598309,0,1.086666667,1.08,0.675,1.93,1.12,1.61,1.304473,0.60016027,0.432835,0.70990005,1.6,102.7946477,5.31349794,0.49,1.6,0.233831429,0.141217538
CeAl3Au,6.250577623,6.250577623,6.250577623,0,1.08,1.07,0.675,1.12,2.54,1.61,0.60016027,2.30861025,0.432835,0.711266378,1.585185185,101.681401,6.826720171,0.93,1.585185185,0,0.140368497
CeAl3Cu,6.094870783,6.094870783,6.094870783,0,1.08,0.82,0.675,1.12,1.9,1.61,0.60016027,1.235784,0.432835,0.830207244,1.214814815,94.89291736,4.980354881,0.29,1.214814815,0,0.120672675
CeAl3Cu,6.130488723,6.130488723,6.130488723,0,1.08,0.82,0.675,1.12,1.9,1.61,0.60016027,1.235784,0.432835,0.830207244,1.214814815,95.45173342,4.951197713,0.29,1.214814815,0,0.119966205
CeAl3Pd,6.263127719,6.263127719,6.263127719,0,1.08,0.84625,0.675,1.12,2.2,1.61,0.60016027,0.5621412,0.432835,0.815881565,1.253703704,96.72394871,5.622127336,0.59,1.253703704,1.74E-16,0.120755627
CeAl3Pt,6.278851232,6.278851232,6.278851232,0,1.08,0.805,0.675,1.12,2.28,1.61,0.60016027,2.125105,0.432835,0.838621507,1.192592593,95.57972916,7.229821615,0.67,1.192592593,1.73E-16,0.118503601
CeAlO3,3.76203913,3.76203913,3.76201474,0,1.08,0.675,1.26,1.12,1.61,3.44,0.60016027,0.432835,1.461112979,0.855235025,0.535714286,53.24356293,6.708320355,1.83,0.535714286,3.74E-06,0.595421926
CeAlO3,5.29975512,5.35162614,7.53646362,0,1.08,0.675,1.26,1.12,1.61,3.44,0.60016027,0.432835,1.461112979,0.855235025,0.535714286,213.7515027,6.683927318,1.83,0.535714286,0.210578085,0.148314208
CeAlO3,5.310341729,5.310343356,5.310340091,0,1.08,0.675,1.26,1.12,1.61,3.44,0.60016027,0.432835,1.461112979,0.855235025,0.535714286,106.8926141,6.682872899,1.83,0.535714286,3.07E-07,0.296581621
CeAlO3,5.330749434,5.330749434,5.330749434,0,1.08,0.675,1.26,1.12,1.61,3.44,0.60016027,0.432835,1.461112979,0.855235025,0.535714286,106.6220703,6.699830083,1.83,0.535714286,0,0.29733417
CeAlO3,5.352054,5.353887,7.640165,0,1.08,0.675,1.26,1.12,1.61,3.44,0.60016027,0.432835,1.461112979,0.855235025,0.535714286,218.9235214,6.526021046,1.83,0.535714286,0.215933454,0.144810318
CeAsO3,5.329352,4.409537,6.185939894,0.0609,1.08,0.66,1.26,1.12,2.18,3.44,0.60016027,0.8044863,1.461112979,0.861916549,0.523809524,140.1999568,6.230832472,1.26,0.523809524,0.167359217,0.225523578
CeAsO3,7.83511,8.352207,9.157426653,0.2861,1.08,0.66,1.26,1.12,2.18,3.44,0.60016027,0.8044863,1.461112979,0.861916549,0.523809524,582.722107,5.996425625,1.26,0.523809524,0.078876643,0.054259819
CeBO3,4.12392223,5.07313499,6.264132842,0.0293,1.08,0.41,1.26,1.12,2.04,3.44,0.60016027,0.27972325,1.461112979,0.990945972,0.325396825,124.8465089,5.291666846,1.4,0.325396825,0.208078255,0.245924627
CeBO3,5.07545184,5.77348995,8.22244861,0.0587,1.08,0.41,1.26,1.12,2.04,3.44,0.60016027,0.27972325,1.461112979,0.990945972,0.325396825,240.9429888,5.483837777,1.4,0.325396825,0.259973744,0.127427784
CeBPd3,4.381105,4.381105,4.381105,0,1.08,0.41,0.84625,1.12,2.04,2.2,0.60016027,0.27972325,0.5621412,1.084394154,0.484490399,84.09128433,9.284718248,0.16,0.484490399,0,0.156746282
CeBRh3,4.21149204,4.2115074,4.21148897,0,1.08,0.41,0.745,1.12,2.04,2.28,0.60016027,0.27972325,1.142892,1.117458685,0.55033557,74.6980423,10.21788477,0.24,0.55033557,2.34E-06,0.144066413
CeBS3,6.00989239,7.69555744,8.97561916,0.0787,1.08,0.41,0.88,1.12,2.04,2.58,0.60016027,0.27972325,2.07710426,1.074526057,0.465909091,415.1176479,3.954115054,0.54,0.465909091,0.196747188,0.034036121
CeBeAl3,6.078223898,6.078223898,6.078223898,0,1.08,0.59,0.675,1.12,1.57,1.61,0.60016027,-0.52,0.432835,0.981154016,0.874074074,91.78367762,4.16244891,0.04,0.874074074,0,0.10897043
CeBeO3,3.600447,3.600447,3.600447,0.8094,1.08,0.59,1.26,1.12,1.57,3.44,0.60016027,-0.52,1.461112979,0.894529607,0.468253968,46.67338152,7.013334961,1.87,0.468253968,1.51E-16,0.670069834
CeCdO3,6.005827128,6.002484069,8.480962,1.5447,1.09,1.08,1.26,1.69,1.12,3.44,-0.72,0.60016027,1.461112979,0.710235859,0.857142857,305.7288508,6.5291036,2.32,0.857142857,0.209375775,0.117223939
CeCoGe3,4.297285198,4.297286285,5.75826604,0,1.08,0.768333333,0.77,1.12,1.88,2.01,0.60016027,0.66225547,1.232676413,0.850495203,0.997835498,90.32500477,7.665580972,0.13,0.997835498,0.176306051,0.142967746
CeCoSb3,6.174765298,12.11587185,12.79168944,0,1.08,0.768333333,0.83,1.12,1.88,2.05,0.60016027,0.66225547,1.04740119,0.845116539,0.925702811,956.9801469,7.83373137,0.17,0.925702811,0.351412459,0.015007508
CeCoSi3,5.54809688,5.54809688,5.54809688,0,1.08,0.768333333,0.54,1.12,1.88,1.9,0.60016027,0.66225547,1.38952128,0.875683565,1.422839506,79.39754017,5.925122785,0.02,1.422839506,0,0.115310253
CeCoSi3,5.732881218,5.732881218,5.732881218,0,1.08,0.768333333,0.54,1.12,1.88,1.9,0.60016027,0.66225547,1.38952128,0.875683565,1.422839506,78.66668594,5.980170242,0.02,1.422839506,0,0.116381545
CeCrGe3,6.10950878,6.109507322,5.94625055,0,1.08,0.94,0.77,1.12,1.66,2.01,0.60016027,0.67592827,1.232676413,0.765114105,1.220779221,192.2145504,7.084524239,0.35,1.220779221,0.015566536,0.075398945
CeCrO3,3.90655,3.90655,3.90655,0,1.08,0.94,1.26,1.12,1.66,3.44,0.60016027,0.67592827,1.461112979,0.752218079,0.746031746,59.61837874,6.687745321,1.78,0.746031746,1.39E-16,0.568503846
CeCrO3,5.486246,5.719757,7.808315,0,1.08,0.94,1.26,1.12,1.66,3.44,0.60016027,0.67592827,1.461112979,0.752218079,0.746031746,245.0248776,6.508931459,1.78,0.746031746,0.20172909,0.138325863
CeCrS3,3.77068444,7.86657679,13.07550999,0,1.08,0.94,0.88,1.12,1.66,2.58,0.60016027,0.67592827,2.07710426,0.761614623,1.068181818,387.850729,4.937417072,0.92,1.068181818,0.566123646,0.044654914
CeCrSb3,6.144345,6.279858,12.936427,0,1.08,0.94,0.83,1.12,1.66,2.05,0.60016027,0.67592827,1.04740119,0.763151376,1.13253012,499.1599801,7.417031768,0.39,1.13253012,0.459320099,0.031935851
CeCrSe3,3.95426344,8.21435316,13.73207985,0,1.08,0.94,1.013333333,1.12,1.66,2.55,0.60016027,0.67592827,2.020604712,0.757901241,0.927631579,446.041523,6.3882675,0.89,0.927631579,0.567826769,0.048945149
CeCuO3,3.832895,3.832895,3.832895,0,1.08,0.82,1.26,1.12,1.9,3.44,0.60016027,1.235784,1.461112979,0.795615276,0.650793651,56.30938272,7.421349222,1.54,0.650793651,0,0.581141166
CeDyS3,4.0179022,7.43522514,15.31969114,0,1.131,1.08,0.88,1.22,1.12,2.58,0.0153,0.60016027,2.07710426,0.725615564,1.227272727,457.6605672,5.78805598,1.46,1.227272727,0.649483429,0.043482776
CeFeGe3,4.337515044,4.33751496,5.817986844,0,1.08,0.8525,0.77,1.12,1.83,2.01,0.60016027,0.15323635,1.232676413,0.806376037,1.107142857,93.01435651,7.38881174,0.18,1.107142857,0.176930205,0.146309003
CeFeO3,3.933579,3.933579,3.933579,0,1.08,0.8525,1.26,1.12,1.83,3.44,0.60016027,0.15323635,1.461112979,0.783375041,0.676587302,60.86443996,6.655836849,1.61,0.676587302,0,0.542341983
CeFeO3,5.467034,5.78395,7.77725,0.6747,1.08,0.8525,1.26,1.12,1.83,3.44,0.60016027,0.15323635,1.461112979,0.783375041,0.676587302,245.9248213,6.58906702,1.61,0.676587302,0.197451267,0.134225333
CeGa3Ag,4.345808,4.345808,6.223812472,0,1.086666667,1.08,0.76,1.93,1.12,1.81,1.304473,0.60016027,0.30116615,0.709775947,1.421052632,102.2166509,7.426585992,0.69,1.421052632,0.218082851,0.158173781
