formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index
CaGa3Pt,6.188460025,6.188460025,6.188460025,0,1.14,0.805,0.76,1,2.28,1.81,0.024551,2.125105,0.30116615,0.858597955,1.059210526,96.63892594,7.634904639,0.47,1.059210526,0,0.143910301
CaGaAu3,9.193679421,9.19358456,9.19355357,0,1.14,0.76,1.07,1,1.81,2.54,0.024551,0.30116615,2.30861025,0.854066671,0.710280374,777.0655254,11.97881888,0.73,0.710280374,7.13E-06,0.030163479
CaGeO3,3.783237,3.783237,3.783237,0.5017,1.14,0.77,1.26,1,2.01,3.44,0.024551,1.232676413,1.461112979,0.836114576,0.611111111,54.14902551,4.928537979,1.43,0.611111111,1.44E-16,0.614150741
CaGeO3,5.33181,5.374453,7.552712,2.0287,1.14,0.77,1.26,1,2.01,3.44,0.024551,1.232676413,1.461112979,0.836114576,0.611111111,216.4272089,4.932384059,1.43,0.611111111,0.208682147,0.153657501
CaGeO3,6.894019,6.950974516,9.566735408,3.58,1.14,0.77,1.26,1,2.01,3.44,0.024551,1.232676413,1.461112979,0.836114576,0.611111111,418.5711257,3.825522293,1.43,0.611111111,0.195660579,0.07945045
CaGeO3,7.013544285,7.013544285,10.99971611,3.4135,1.14,0.77,1.26,1,2.01,3.44,0.024551,1.232676413,1.461112979,0.836114576,0.611111111,438.5384045,3.651340809,1.43,0.611111111,0.275874296,0.075832957
CaGeO3,7.314616387,7.557449301,8.147430831,3.4813,1.14,0.77,1.26,1,2.01,3.44,0.024551,1.232676413,1.461112979,0.836114576,0.611111111,436.382332,3.669381308,1.43,0.611111111,0.05581741,0.076207632
CaGeO3,10.79928468,10.79925874,10.79935735,2.6614,1.14,0.77,1.26,1,2.01,3.44,0.024551,1.232676413,1.461112979,0.836114576,0.611111111,969.4508786,4.404564021,1.43,0.611111111,4.73E-06,0.034303609
CaHfO3,4.06701021,4.06701021,4.06701021,3.6612,1.14,0.85,1.26,1,1.3,3.44,0.024551,0.17807,1.461112979,0.804413549,0.674603175,67.2706754,6.580037829,2.14,0.674603175,0,0.504168923
CaHfO3,5.54646636,5.72177289,7.94978423,4.4855,1.14,0.85,1.26,1,1.3,3.44,0.024551,0.17807,1.461112979,0.804413549,0.674603175,252.2913382,7.017975204,2.14,0.674603175,0.20915052,0.134431028
CaHfS3,6.560269,7.017853,9.598232,1.5238,1.14,0.85,0.88,1,1.3,2.58,0.024551,0.17807,2.07710426,0.825763832,0.965909091,441.8930365,4.731246841,1.28,0.965909091,0.212017847,0.039244672
CaHgO3,4.190761,4.190761,4.190761,0,1.245,1.14,1.26,2,1,3.44,-0.52,0.024551,1.461112979,0.738154173,0.904761905,73.60014686,6.512779156,2.44,0.904761905,0,0.535689032
CaHoO3,4.311328,4.311328,4.311328,0,1.14,1.041,1.26,1,1.23,3.44,0.024551,0.338,1.461112979,0.737641281,0.826190476,80.13702099,5.242610786,2.21,0.826190476,0,0.450088697
CaInBr3,4.26679345,7.372794095,10.88832447,3.136,1.14,0.94,0.8825,1,1.78,2.96,0.024551,0.299,3.3635883,0.78482275,1.065155807,327.8737264,3.997038781,1.18,1.065155807,0.441169456,0.055880787
CaInI3,7.911487531,7.911487531,11.725476,2.7835,1.14,0.94,1.273333333,1,1.78,2.66,0.024551,0.299,3.059046537,0.77111842,0.738219895,409.7901297,4.340760235,0.88,0.738219895,0.239796488,0.086944443
CaInO3,4.162759,4.162759,4.162759,0,1.14,0.94,1.26,1,1.78,3.44,0.024551,0.299,1.461112979,0.771505722,0.746031746,72.13462947,4.670624192,1.66,0.746031746,0,0.48274297
CaIrO3,3.182001621,5.150852811,7.32723054,0,1.14,0.765,1.26,1,2.2,3.44,0.024551,1.56405712,1.461112979,0.838179056,0.607142857,114.2187219,8.149939013,1.24,0.607142857,0.397216251,0.290833691
CaIrO3,3.953475,3.953475,3.953475,0,1.14,0.765,1.26,1,2.2,3.44,0.024551,1.56405712,1.461112979,0.838179056,0.607142857,61.7926742,7.532249004,1.24,0.607142857,1.38E-16,0.537582374
CaIrO3,5.298261924,5.64499097,7.646285572,0,1.14,0.765,1.26,1,2.2,3.44,0.024551,1.56405712,1.461112979,0.838179056,0.607142857,228.6900073,8.140938279,1.24,0.607142857,0.204542879,0.145256248
CaIrO3,5.585373796,5.585373796,7.49632,0,1.14,0.765,1.26,1,2.2,3.44,0.024551,1.56405712,1.461112979,0.838179056,0.607142857,113.0820414,8.231860745,1.24,0.607142857,0.177309902,0.2937571
CaIrO3,6.542983356,6.542983356,5.591699,0,1.14,0.765,1.26,1,2.2,3.44,0.024551,1.56405712,1.461112979,0.838179056,0.607142857,128.7354492,7.230919094,1.24,0.607142857,0.088216208,0.258038114
CaLaO3,4.504726,4.504726,4.504726,0,1.172,1.14,1.26,1.1,1,3.44,0.5575462,0.024551,1.461112979,0.716643093,0.904761905,91.41240613,4.123203254,2.44,0.904761905,0,0.41664615
CaMgO3,3.945178,3.945178,3.945178,0,1.14,0.86,1.26,1,1.31,3.44,0.024551,-0.42,1.461112979,0.800619145,0.682539683,61.40444466,3.039085753,2.13,0.682539683,0,0.553830403
CaMnO3,3.801716,3.801716,3.801716,0,1.14,0.8775,1.26,1,1.55,3.44,0.024551,-0.52,1.461112979,0.794064369,0.696428571,54.94637069,4.322045986,1.89,0.696428571,1.43E-16,0.621945117
CaMnO3,5.333444,5.398953,7.571465,0.4686,1.14,0.8775,1.26,1,1.55,3.44,0.024551,-0.52,1.461112979,0.794064369,0.696428571,218.0204368,4.35703633,1.89,0.696428571,0.208748152,0.156745062
CaMnO3,5.390920286,5.390920286,9.217627,0,1.14,0.8775,1.26,1,1.55,3.44,0.024551,-0.52,1.461112979,0.794064369,0.696428571,231.9933662,4.094612614,1.89,0.696428571,0.331411345,0.147304328
CaMoN3,3.535271,4.295757,8.841433,0,1.14,0.775,0.63,1,2.16,3.04,0.024551,0.747238,-0.07,0.890938102,1.23015873,134.2718824,4.403590911,0.88,1.23015873,0.516292255,0.084141791
CaMoN3,3.581524,4.403808,10.17818471,0,1.14,0.775,0.63,1,2.16,3.04,0.024551,0.747238,-0.07,0.890938102,1.23015873,157.6111729,3.751500797,0.88,1.23015873,0.5937396,0.071681953
CaMoN3,3.704049496,6.379600389,6.404047547,0.8726,1.14,0.775,0.63,1,2.16,3.04,0.024551,0.747238,-0.07,0.890938102,1.23015873,140.0983293,4.22045319,0.88,1.23015873,0.282362434,0.08064248
CaMoO3,5.42516888,5.631893148,7.807307135,1.1316,1.14,0.775,1.26,1,2.16,3.44,0.024551,0.747238,1.461112979,0.83406024,0.615079365,238.5442392,5.12384772,1.28,0.615079365,0.209872802,0.139568072
CaMoO3,5.504775,5.730315556,7.986219259,1.1411,1.14,0.775,1.26,1,2.16,3.44,0.024551,0.747238,1.461112979,0.83406024,0.615079365,251.8958582,4.852260632,1.28,0.615079365,0.214167966,0.132170333
CaMoO3,5.526326,5.750526,7.915666603,1.105,1.14,0.775,1.26,1,2.16,3.44,0.024551,0.747238,1.461112979,0.83406024,0.615079365,251.5395902,4.859133129,1.28,0.615079365,0.206257835,0.132357533
CaNCl3,7.547444,7.846647,9.042313,1.4827,1.14,0.63,0.78,1,3.04,3.16,0.024551,-0.07,3.61272528,0.963014235,0.807692308,535.5050253,1.990069331,0.12,0.807692308,0.097105166,0.024680754
CaNbO3,5.558866,5.716317,7.983121,0,1.14,0.82,1.26,1,1.6,3.44,0.024551,0.917407,1.461112979,0.816015668,0.650793651,253.6735706,4.738824684,1.84,0.650793651,0.211308093,0.132662256
CaNiO3,4.788972,5.195016148,5.195016,1.2293,1.14,0.74,1.26,1,1.91,3.44,0.024551,1.1571612,1.461112979,0.848656294,0.587301587,111.930057,4.354802653,1.53,0.587301587,0.046333011,0.295190965
CaNiO3,5.366558,5.410364,7.553309,0,1.14,0.74,1.26,1,1.91,3.44,0.024551,1.1571612,1.461112979,0.848656294,0.587301587,219.3105701,4.445141965,1.53,0.587301587,0.204591117,0.150657314
CaOsO3,3.952163,3.952163,3.952163,0,1.14,0.673,1.26,1,2.2,3.44,0.024551,1.07766124,1.461112979,0.878071696,0.534126984,61.73117507,7.48630359,1.24,0.534126984,0,0.528423042
CaOsO3,5.389272,5.638784,7.759873,0,1.14,0.673,1.26,1,2.2,3.44,0.024551,1.07766124,1.461112979,0.878071696,0.534126984,235.8143206,7.839020401,1.24,0.534126984,0.207999575,0.138329917
CaPS3,6.579950775,7.32515142,9.213030585,3.0848,1.14,0.55,0.88,1,2.19,2.58,0.024551,0.74660911,2.07710426,0.999000999,0.625,443.7788177,2.503227022,0.39,0.625,0.176126032,0.034851633
CaPSe3,6.909170598,7.58328821,9.685920495,2.1335,1.14,0.55,1.013333333,1,2.19,2.55,0.024551,0.74660911,2.020604712,0.974115078,0.542763158,507.1679982,4.032846887,0.36,0.542763158,0.179704725,0.03939236
CaPbO3,5.67798819,5.92801194,8.17824295,0.9332,1.14,1.1225,1.26,1,2.33,3.44,0.024551,0.3567212,1.461112979,0.712408222,0.890873016,275.2729661,7.12482119,1.11,0.890873016,0.208807589,0.135384846
CaPd3C,4.281632,4.281632,4.281632,0,1.14,0.3,0.84625,1,2.55,2.2,0.024551,1.262122611,0.5621412,1.225476964,0.35450517,78.49247309,7.856027456,0.35,0.35450517,0,0.177527922
CaPrO3,6.1052,6.322415,8.446265,0.0195,1.14,1.06,1.26,1,1.13,3.44,0.024551,0.1092346,1.461112979,0.731600254,0.841269841,326.0225186,4.665157858,2.31,0.841269841,0.185898977,0.11144095
CaPtO3,3.149575091,5.196789837,7.36890555,1.2953,1.14,0.805,1.26,1,2.28,3.44,0.024551,2.125105,1.461112979,0.821943142,0.638888889,114.9423683,8.18146661,1.16,0.638888889,0.402787847,0.291698079
CaReN3,7.343440263,7.343440263,6.214030245,1.8813,1.14,0.7125,0.63,1,1.9,3.04,0.024551,0.06039664,-0.07,0.932415668,1.130952381,312.5301702,5.702247562,1.14,1.130952381,0.093593794,0.034758778
CaRhO3,3.113141821,5.142154487,7.29758608,0,1.14,0.745,1.26,1,2.28,3.44,0.024551,1.142892,1.461112979,0.846539944,0.591269841,111.3420909,5.69654425,1.16,0.591269841,0.403630722,0.297060895
CaRhO3,3.1331254,8.874790776,12.45363577,0,1.14,0.745,1.26,1,2.28,3.44,0.024551,1.142892,1.461112979,0.846539944,0.591269841,335.7858589,5.666693199,1.16,0.591269841,0.576646892,0.098501412
CaRhO3,3.954209,3.954209,3.954209,0,1.14,0.745,1.26,1,2.28,3.44,0.024551,1.142892,1.461112979,0.846539944,0.591269841,61.82709777,5.129345955,1.16,0.591269841,0,0.534965774
CaRhO3,5.30813379,5.58872343,7.62858879,0,1.14,0.745,1.26,1,2.28,3.44,0.024551,1.142892,1.461112979,0.846539944,0.591269841,226.307363,5.605342568,1.16,0.591269841,0.205097972,0.146152475
CaRuO3,3.929544,3.929544,3.929544,0,1.14,0.661,1.26,1,2.2,3.44,0.024551,1.046272,1.461112979,0.883556787,0.524603175,60.67733083,5.176309671,1.24,0.524603175,0,0.53649502
CaRuO3,5.35225118,5.54761917,7.67012603,0,1.14,0.661,1.26,1,2.2,3.44,0.024551,1.046272,1.461112979,0.883556787,0.524603175,227.7433092,5.516467738,1.24,0.524603175,0.207680895,0.142937617
CaSbO3,5.682461,5.900124,8.164977,0,1.14,0.83,1.26,1,2.05,3.44,0.024551,1.04740119,1.461112979,0.812111286,0.658730159,273.7490171,5.091396657,1.39,0.658730159,0.208850376,0.123245882
CaSbO3,8.156452,5.723962,5.924502994,0,1.14,0.83,1.26,1,2.05,3.44,0.024551,1.04740119,1.461112979,0.812111286,0.658730159,276.5959215,5.038992705,1.39,0.658730159,0.204530394,0.121977355
CaScO3,4.084749,4.084749,4.084749,0,1.14,0.885,1.26,1,1.36,3.44,0.024551,0.17938023,1.461112979,0.79128792,0.702380952,68.15474942,3.241227075,2.08,0.702380952,0,0.50248619
CaSeO3,5.38834087,6.42879274,8.34205588,4.2625,1.14,1.013333333,1.26,1,2.55,3.44,0.024551,2.020604712,1.461112979,0.746618441,0.804232804,288.9732092,3.839388938,0.89,0.804232804,0.222954803,0.123547539
CaSeO3,6.393451796,6.694465492,6.80623043,4.2602,1.14,1.013333333,1.26,1,2.55,3.44,0.024551,2.020604712,1.461112979,0.746618441,0.804232804,284.2313548,3.90344177,0.89,0.804232804,0.032195006,0.125608693
CaSi3Ir,5.762805691,5.762805691,5.762805691,0,1.14,0.765,0.54,1,2.2,1.9,0.024551,1.56405712,1.38952128,0.910435871,1.416666667,86.74361442,6.059767464,0.3,1.416666667,0,0.115973232
CaSi3Pt,5.759354076,5.759354076,5.759354076,0,1.14,0.805,0.54,1,2.28,1.9,0.024551,2.125105,1.38952128,0.883359711,1.490740741,88.07321688,6.022340465,0.38,1.490740741,1.89E-16,0.117740139
CaSiO3,3.607964,3.607964,3.607964,3.4579,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,46.96632582,4.107007255,1.54,0.428571429,1.51E-16,0.681401542
CaSiO3,5.092994,5.092994,3.624191,3.5146,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,94.00639676,4.103785435,1.54,0.428571429,0.184214949,0.340433502
CaSiO3,5.098644724,5.098644724,5.098644724,3.6753,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,93.99326291,4.104358864,1.54,0.428571429,0,0.340481071
CaSiO3,5.101694,5.115749,7.206447,3.7183,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,188.0809592,4.10229811,1.54,0.428571429,0.208531408,0.17015506
CaSiO3,5.115179346,5.115179346,5.115179346,3.6891,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,93.95182669,4.106169038,1.54,0.428571429,0,0.340631236
CaSiO3,6.249192301,6.249192301,6.249192301,3.7242,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,187.8658981,4.106994251,1.54,0.428571429,0,0.170349846
CaSiO3,6.250552208,6.250552208,6.250552208,3.5299,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,187.9893604,4.104296977,1.54,0.428571429,0,0.170237969
CaSiO3,6.251087412,6.251087412,6.251087412,3.5566,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,188.0376543,4.103242866,1.54,0.428571429,0,0.170194246
CaSiO3,6.740481,6.786039015,9.41212948,4.7337,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,390.2425616,2.965709944,1.54,0.428571429,0.200032936,0.082007782
CaSiO3,6.909451753,6.909451753,10.61770469,4.7336,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,410.0947288,2.822143676,1.54,0.428571429,0.262838543,0.078037889
CaSiO3,7.084383563,7.325270901,7.933160089,4.8413,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,398.6826269,2.902926206,1.54,0.428571429,0.058731954,0.080271687
CaSiO3,7.32539354,7.084213615,15.43457976,5.1355,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,797.3329242,2.903043911,1.54,0.428571429,0.477780834,0.040137471
CaSiO3,9.57996,8.363182,14.75996888,3.0437,1.14,0.54,1.26,1,1.9,3.44,0.024551,1.38952128,1.461112979,0.942951438,0.428571429,1157.936336,1.998980788,1.54,0.428571429,0.311608833,0.027637898
CaSnO3,4.066424,4.066424,4.066424,1.3905,1.14,0.83,1.26,1,1.96,3.44,0.024551,1.1120702,1.461112979,0.812111286,0.658730159,67.24159085,5.106609752,1.48,0.658730159,0,0.501749565
CaSnO3,4.349933,4.349933,4.349933,0,1.14,0.83,1.26,1,1.96,3.44,0.024551,1.1120702,1.461112979,0.812111286,0.658730159,82.30907164,4.171794879,1.48,0.658730159,0,0.409899399
CaSnO3,5.52398931,5.6962779,7.90708393,2.3301,1.14,0.83,1.26,1,1.96,3.44,0.024551,1.1120702,1.461112979,0.812111286,0.658730159,248.8057122,5.520396787,1.48,0.658730159,0.208435528,0.135601545
CaSnO3,6.015841627,6.015841561,6.015841484,2.9379,1.14,0.83,1.26,1,1.96,3.44,0.024551,1.1120702,1.461112979,0.812111286,0.658730159,134.5339094,5.10468424,1.48,0.658730159,1.19E-08,0.250780187
CaSnS3,3.843456,8.306908,13.790834,0.8249,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,440.3032034,3.846524209,0.62,0.943181818,0.576196057,0.038983597
CaSnS3,3.922771,5.821185788,5.821185788,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,132.861498,3.186846749,0.62,0.943181818,0.211250931,0.129191698
CaSnS3,3.957213051,7.731143548,8.111719,0.111,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,239.9032175,3.529833715,0.62,0.943181818,0.347974303,0.07154803
CaSnS3,4.676422,4.676422,6.142467,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,134.3291361,3.152028257,0.62,0.943181818,0.163873086,0.12778019
CaSnS3,4.781983,7.854605,14.032504,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,527.0690955,3.213311017,0.62,0.943181818,0.529976023,0.032566133
CaSnS3,4.952503977,4.952503977,5.398577,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,124.5623542,3.399174941,0.62,0.943181818,0.050486284,0.137799278
CaSnS3,5.011115,5.011115,5.011115,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,125.8354795,3.364784196,0.62,0.943181818,0,0.136405111
CaSnS3,5.205274,5.205274,5.205274,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,141.0362609,3.002130303,0.62,0.943181818,0,0.121703471
CaSnS3,5.364158,6.700657,14.315411,1.584,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,514.5442983,3.291527935,0.62,0.943181818,0.549122457,0.033358843
CaSnS3,5.703389096,5.703389096,4.12008,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,131.5727928,3.218060693,0.62,0.943181818,0.176621166,0.130457081
CaSnS3,6.484474653,6.484474653,9.421745,0.4247,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,221.2802167,3.826905443,0.62,0.943181818,0.227214994,0.07756953
CaSnS3,6.551173,6.915074,10.30842,0.2488,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,466.9904562,3.626705661,0.62,0.943181818,0.261480252,0.036755789
CaSnS3,6.711314505,6.711314505,6.351312,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,247.7474766,3.418071003,0.62,0.943181818,0.031533554,0.069282653
CaSnS3,6.730638,7.06358,9.634918,0.9076,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,458.0671252,3.69735534,0.62,0.943181818,0.20351796,0.037471806
CaSnS3,6.794789141,6.794789141,6.794789174,0.398,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,235.5703957,3.59475758,0.62,0.943181818,2.78E-09,0.072864005
CaSnS3,6.837030789,6.837031,10.36528592,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,387.9921718,3.27384878,0.62,0.943181818,0.254213094,0.044239559
CaSnS3,6.87389998,6.87389998,12.252586,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,501.3774638,3.377967806,0.62,0.943181818,0.35830843,0.03423489
CaSnS3,6.959651013,6.959651013,6.959651013,0.6919,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,237.9532206,3.558760262,0.62,0.943181818,1.56E-16,0.072134357
CaSnS3,6.964365573,6.964365573,15.34578563,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,630.1849156,3.359404695,0.62,0.943181818,0.495893596,0.027237406
CaSnS3,6.993941,10.74142788,12.55781037,1.1208,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,883.9937033,2.873838793,0.62,0.943181818,0.280977988,0.019417109
CaSnS3,7.025877,8.89425,12.55139284,0.6837,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,763.122239,3.329028126,0.62,0.943181818,0.296148582,0.022492599
CaSnS3,7.08728,7.120834,9.419872,0.8479,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,475.3959243,3.562581933,0.62,0.943181818,0.169774309,0.03610591
CaSnS3,7.27401964,7.27401964,17.73715,0.2672,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,777.3925339,3.26791844,0.62,0.943181818,0.56133087,0.022079711
CaSnS3,7.340340541,7.340340541,7.340340401,1.6173,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,245.8929198,3.443850544,0.62,0.943181818,1.10E-08,0.069805192
CaSnS3,7.687584,9.261235424,15.56159277,1.3995,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,1095.114727,3.093076714,0.62,0.943181818,0.384500007,0.015673794
CaSnS3,7.724498,7.747260026,7.747260026,0.0001,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,401.5107349,3.163620765,0.62,0.943181818,0.001697961,0.042750046
CaSnS3,8.111912,7.874281,8.694372711,0.6333,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,503.222486,3.365582776,0.62,0.943181818,0.051290029,0.034109371
CaSnS3,8.607266,8.745713549,11.84583591,1.8767,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,812.6798834,3.126022249,0.62,0.943181818,0.188137609,0.021120989
CaSnS3,9.064421627,9.064421627,9.064421627,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,526.6296382,3.215992433,0.62,0.943181818,0,0.032593309
CaSnS3,9.313431,9.605147245,10.34168933,1.7213,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,893.9766404,2.841746956,0.62,0.943181818,0.054331964,0.019200281
CaSnS3,9.368545,4.133447,6.509038,0.3714,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,252.0584884,3.359610981,0.62,0.943181818,0.392974373,0.068097697
CaSnS3,9.974729,9.974729,9.974729,0.4264,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,992.4378426,3.413084142,0.62,0.943181818,0,0.017295393
CaSnS3,10.024154,5.023836,10.01710818,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,504.4057839,3.357687373,0.62,0.943181818,0.345289269,0.034029353
CaSnS3,10.2062448,10.2062448,10.20624455,0,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,373.498046,3.400895164,0.62,0.943181818,1.45E-08,0.045956338
CaSnS3,10.208588,7.359663,7.423239505,1.3663,1.14,0.83,0.88,1,1.96,2.58,0.024551,1.1120702,2.07710426,0.835421888,0.943181818,550.312773,3.077589717,0.62,0.943181818,0.195280702,0.031190631
CaTcN3,3.638906312,6.367023437,6.437673752,0.474,1.14,0.741666667,0.63,1,1.9,3.04,0.024551,0.552,-0.07,0.912589089,1.177248677,137.5727179,4.347663338,1.14,1.177248677,0.291152453,0.080371701
CaTcN3,7.398940414,7.398940414,6.239396578,1.4065,1.14,0.741666667,0.63,1,1.9,3.04,0.024551,0.552,-0.07,0.912589089,1.177248677,317.7861076,3.764292066,1.14,1.177248677,0.095468097,0.034793696
CaTcO3,3.927182918,3.938709003,3.948519327,0,1.14,0.741666667,1.26,1,1.9,3.44,0.024551,0.552,1.461112979,0.847949669,0.588624339,61.07512273,5.059126951,1.54,0.588624339,0.002711865,0.541173473
CaTcO3,3.937865147,3.937865147,3.938709907,0,1.14,0.741666667,1.26,1,1.9,3.44,0.024551,0.552,1.461112979,0.847949669,0.588624339,61.07621567,5.05903642,1.54,0.588624339,0.000123846,0.541163789
CaTcO3,5.42016857,5.59445017,7.74489509,0,1.14,0.741666667,1.26,1,1.9,3.44,0.024551,0.552,1.461112979,0.847949669,0.588624339,234.8473926,5.262767384,1.54,0.588624339,0.20706395,0.140739209
CaTcO3,5.499367206,5.499367206,5.499367246,0,1.14,0.741666667,1.26,1,1.9,3.44,0.024551,0.552,1.461112979,0.847949669,0.588624339,119.5283382,5.170101151,1.54,0.588624339,4.23E-09,0.276522177
CaTeO3,5.69158575,8.463031369,11.34300822,3.2993,1.293333333,1.14,1.26,2.1,1,3.44,1.9708757,0.024551,1.461112979,0.752396668,0.904761905,512.6112812,4.191933759,2.44,0.904761905,0.332488012,0.078822415
CaTeO3,6.551254,8.23491,13.777608,3.5191,1.293333333,1.14,1.26,2.1,1,3.44,1.9708757,0.024551,1.461112979,0.752396668,0.904761905,743.2879959,3.854643237,2.44,0.904761905,0.397112864,0.054360166
CaTiO3,3.889471,3.889471,3.889471,1.8285,1.14,0.851666667,1.26,1,1.54,3.44,0.024551,0.075545,1.461112979,0.803778653,0.675925926,58.83985762,3.836497972,1.9,0.675925926,0,0.576666005
CaTiO3,5.37204886,5.46279649,7.63635962,2.3053,1.14,0.851666667,1.26,1,1.54,3.44,0.024551,0.075545,1.461112979,0.803778653,0.675925926,224.0997377,4.029259414,1.9,0.675925926,0.208200891,0.15141002
CaTiO3,5.410401932,5.410401932,5.410401932,2.1586,1.14,0.851666667,1.26,1,1.54,3.44,0.024551,0.075545,1.461112979,0.803778653,0.675925926,112.5287573,4.012112102,1.9,0.675925926,2.01E-16,0.301531328
CaTiO3,5.411361367,5.411361367,7.68509595,2.1378,1.14,0.851666667,1.26,1,1.54,3.44,0.024551,0.075545,1.461112979,0.803778653,0.675925926,225.0289917,4.012620645,1.9,0.675925926,0.212787033,0.150784774
CaTiO3,5.441143344,5.441143344,5.441143344,2.2434,1.14,0.851666667,1.26,1,1.54,3.44,0.024551,0.075545,1.461112979,0.803778653,0.675925926,112.4131252,4.016239102,1.9,0.675925926,0,0.301841494
CaTiO3,5.92377492,5.92377492,5.923775101,3.5706,1.14,0.851666667,1.26,1,1.54,3.44,0.024551,0.075545,1.461112979,0.803778653,0.675925926,124.953417,3.61317041,1.9,0.675925926,1.76E-08,0.271548762
