formula,rA,rB,rX,chi_A,chi_B,chi_X,tolerance_factor,octahedral_factor,volume,density
MARaF3,2.17,1.62,0.705,2.55,0.9,3.98,0.8745114142750681,2.297872340425532,100.54462500000002,5.203398116885024
MARaO3,2.17,1.62,1.26,2.55,0.9,3.44,0.8422717271727173,1.2857142857142858,191.10297599999998,2.659474425192013
MARaS3,2.17,1.62,0.88,2.55,0.9,2.58,0.8628005657708628,1.840909090909091,125.0,4.70614413816008
MARaSe3,2.17,1.62,1.0133333333333334,2.55,0.9,2.55,0.8549227436306017,1.5986842105263157,146.0856296296297,5.626059308890668
MAAcI3,2.17,1.26,1.2733333333333334,2.55,1.1,2.66,0.9612521402516192,0.9895287958115182,130.06696296296295,8.168050897491323
MAAcBr3,2.17,1.26,0.8825000000000001,2.55,1.1,2.96,1.0075936748533998,1.4277620396600565,78.67784912500001,10.527102102110469
MAAcCl3,2.17,1.26,0.7799999999999999,2.55,1.1,3.16,1.0226863022436696,1.6153846153846156,67.91731200000001,8.934492412400532
MAAcF3,2.17,1.26,0.705,2.55,1.1,3.98,1.0347272458979813,1.7872340425531916,60.69845699999998,8.646583722367339
MAAcO3,2.17,1.26,1.26,2.55,1.1,3.44,0.9625962596259626,1.0,128.024064,3.9827985395869456
MAAcS3,2.17,1.26,0.88,2.55,1.1,2.58,1.0079445861809144,1.4318181818181819,78.402752,7.524335308422753
MAAcSe3,2.17,1.26,1.0133333333333334,2.55,1.1,2.55,0.9903064039122806,1.2434210526315788,93.98950162962964,8.762116832997622
MAThI3,2.17,1.08,1.2733333333333334,2.55,1.3,2.66,1.0347756750584003,0.8481675392670157,104.26542696296299,10.269556225417098
MAThBr3,2.17,1.08,0.8825000000000001,2.55,1.3,2.96,1.1000099099991894,1.2237960339943343,60.467078125000015,13.835890005855738
MAThCl3,2.17,1.08,0.7799999999999999,2.55,1.3,3.16,1.121655944396283,1.3846153846153848,51.47884799999999,11.950010997416022
MAThF3,2.17,1.08,0.705,2.55,1.3,3.98,1.1390694891818114,1.5319148936170215,45.49929300000001,11.718871791451386
MAThO3,2.17,1.08,1.26,2.55,1.3,3.44,1.0366421257510368,0.8571428571428572,102.50323199999998,5.056037122135366
MAThS3,2.17,1.08,0.88,2.55,1.3,2.58,1.1005109257281414,1.2272727272727273,60.236287999999995,9.932462739914861
MAThSe3,2.17,1.08,1.0133333333333334,2.55,1.3,2.55,1.075460139280534,1.0657894736842104,73.38463762962967,11.336338397585973
MAPaI3,2.17,1.04,1.2733333333333334,2.55,1.5,2.66,1.0526680498432717,0.8167539267015707,99.03863229629631,10.794731730785067
MAPaBr3,2.17,1.04,0.8825000000000001,2.55,1.5,2.96,1.1228969822488473,1.178470254957507,56.84457612500001,14.688325622062191
MAPaCl3,2.17,1.04,0.7799999999999999,2.55,1.5,3.16,1.1463077233940036,1.3333333333333335,48.228543999999985,12.720860944784574
MAPaF3,2.17,1.04,0.705,2.55,1.5,3.98,1.165179964578529,1.4751773049645391,42.50854900000001,12.504218465038596
MAPaO3,2.17,1.04,1.26,2.55,1.5,3.44,1.0546706844597502,0.8253968253968255,97.33599999999998,5.307347211617183
MAPaS3,2.17,1.04,0.88,2.55,1.5,2.58,1.1234382366808109,1.1818181818181819,56.62310399999999,10.536873573901868
MAPaSe3,2.17,1.04,1.0133333333333334,2.55,1.5,2.55,1.0964106614743105,1.026315789473684,69.257746962963,11.987812538239401
MAUI3,2.17,0.99125,1.2733333333333334,2.55,1.38,2.66,1.075328981183044,0.7784685863874344,92.90838418692131,11.631974304794795
MAUBr3,2.17,0.99125,0.8825000000000001,2.55,1.38,2.96,1.1521117803193643,1.1232294617563738,52.628976546875,16.08551354134696
MAUCl3,2.17,0.99125,0.7799999999999999,2.55,1.38,3.16,1.1778574772488843,1.2708333333333335,44.45591739062498,14.061594258431363
MAUF3,2.17,0.99125,0.705,2.55,1.38,3.98,1.1986670822045886,1.4060283687943262,39.044473328125,13.911025248135122
MAUO3,2.17,0.99125,1.26,2.55,1.38,3.44,1.077509194561877,0.7867063492063492,91.27695939062497,5.78687570944776
MAUS3,2.17,0.99125,0.88,2.55,1.38,2.58,1.1527061666945395,1.1264204545454546,52.418601140624986,11.60357098271341
MAUSe3,2.17,0.99125,1.0133333333333334,2.55,1.38,2.55,1.1230745665652468,0.9782072368421052,64.44100910358799,13.0640623116163
MANpI3,2.17,1.0,1.2733333333333334,2.55,1.36,2.66,1.0711900683155873,0.7853403141361256,93.98950162962964,11.479998655876244
MANpBr3,2.17,1.0,0.8825000000000001,2.55,1.36,2.96,1.14675667908282,1.13314447592068,53.369722125,15.83024037010281
MANpCl3,2.17,1.0,0.7799999999999999,2.55,1.36,3.16,1.1720674475152173,1.2820512820512822,45.11801599999998,13.817373697142758
MANpF3,2.17,1.0,0.705,2.55,1.36,3.98,1.1925155649205472,1.4184397163120568,39.651821000000005,13.654860115504906
MANpO3,2.17,1.0,1.26,2.55,1.36,3.44,1.0733374222377992,0.7936507936507936,92.34540799999998,5.701418677387966
MANpS3,2.17,1.0,0.88,2.55,1.36,2.58,1.1473411778867857,1.1363636363636365,53.15737599999999,11.41016392461018
MANpSe3,2.17,1.0,1.0133333333333334,2.55,1.36,2.55,1.1181936547486346,0.9868421052631579,65.28855229629633,12.868301465044453
MAPuI3,2.17,0.9675,1.2733333333333334,2.55,1.28,2.66,1.0867261087262632,0.7598167539267016,90.015781337963,12.115913246896278
MAPuBr3,2.17,0.9675,0.8825000000000001,2.55,1.28,2.96,1.1669024045261671,1.0963172804532577,50.653000000000006,16.9087630523772
MAPuCl3,2.17,0.9675,0.7799999999999999,2.55,1.28,3.16,1.1938655545505499,1.2403846153846156,42.691512375,14.875006702392193
MAPuF3,2.17,0.9675,0.705,2.55,1.28,3.98,1.2156885131178077,1.372340425531915,37.42728862499999,14.777028595075219
MAPuO3,2.17,0.9675,1.26,2.55,1.28,3.44,1.0889977886677555,0.7678571428571429,88.418496375,6.086100772712109
MAPuS3,2.17,0.9675,0.88,2.55,1.28,2.58,1.167524446239327,1.0994318181818181,50.44792737500001,12.25339575469243
MAPuSe3,2.17,0.9675,1.0133333333333334,2.55,1.28,2.55,1.13654012194897,0.9547697368421052,62.17757700462964,13.699099568794038
MAAmI3,2.17,1.1683333333333332,1.2733333333333334,2.55,1.3,2.66,0.9973401045614071,0.9175392670157066,116.45257870370367,9.351126714264925
MAAmBr3,2.17,1.1683333333333332,0.8825000000000001,2.55,1.3,2.96,1.0526303689752503,1.3238904627006607,69.00508417129629,12.387768340213615
MAAmCl3,2.17,1.1683333333333332,0.7799999999999999,2.55,1.3,3.16,1.0708024242482908,1.4978632478632479,59.16702996296296,10.704879985166718
MAAmF3,2.17,1.1683333333333332,0.705,2.55,1.3,3.98,1.0853589171830251,1.6572104018912528,52.59387496296294,10.484177801216562
MAAmO3,2.17,1.1683333333333332,1.26,2.55,1.3,3.44,0.9989331122542591,0.9272486772486771,114.55522196296295,4.68301044715598
MAAmS3,2.17,1.1683333333333332,0.88,2.55,1.3,2.58,1.0530519517138277,1.327651515151515,68.75303662962963,8.96684526924692
MAAmSe3,2.17,1.1683333333333332,1.0133333333333334,2.55,1.3,2.55,1.0319159166817045,1.1529605263157892,83.07209737037037,10.23347510610574
MACmI3,2.17,1.05,1.2733333333333334,2.55,1.3,2.66,1.048137197404922,0.824607329842932,100.32855496296295,10.920172543002375
MACmBr3,2.17,1.05,0.8825000000000001,2.55,1.3,2.96,1.1170863898439374,1.1898016997167138,57.73623962500001,14.92063414816427
MACmCl3,2.17,1.05,0.7799999999999999,2.55,1.3,3.16,1.140043746763435,1.3461538461538463,49.027896000000005,13.054165456267837
MACmF3,2.17,1.05,0.705,2.55,1.3,3.98,1.1585407625011588,1.4893617021276597,43.24355099999999,12.904718391213207
MACmO3,2.17,1.05,1.26,2.55,1.3,3.44,1.05010501050105,0.8333333333333334,98.61112800000001,5.5075489325427665
MACmS3,2.17,1.05,0.88,2.55,1.3,2.58,1.1176173131746925,1.1931818181818181,57.512456000000014,10.834872932103004
MACmSe3,2.17,1.05,1.0133333333333334,2.55,1.3,2.55,1.0910968779776664,1.0361842105263157,70.27456562962965,12.191588013385818
MABkI3,2.17,1.0350000000000001,1.2733333333333334,2.55,1.3,2.66,1.0549481972436543,0.8128272251308901,98.397837962963,11.134443132765165
