composition,composition_obj,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
KSnI3,K1 Sn1 I3,19.0,53.0,34.0,45.6,10.639999999999999,53.0,3.0,96.0,93.0,74.2,28.479999999999997,96.0,39.0983,126.90447,87.80617000000001,107.704342,27.4424168,126.90447,336.53,505.08,168.55,400.432,41.8592,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,139.0,203.0,64.0,151.8,20.480000000000008,139.0,0.82,2.66,1.8400000000000003,2.152,0.6096000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,33.285,73.1066666667,39.8216666667,47.08733333334,10.407733333343998,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,112.4,58.08,64.0
KGeCl3,K1 Ge1 Cl3,17.0,32.0,15.0,20.4,4.639999999999999,17.0,3.0,94.0,91.0,72.8,27.920000000000005,94.0,35.453,72.64,37.187,43.619460000000004,11.608216,35.453,171.6,1211.4,1039.8000000000002,412.546,319.5416,171.6,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,4.0,1.0,3.4,0.48,3.0,102.0,203.0,101.0,125.8,30.879999999999995,102.0,0.82,3.16,2.3400000000000003,2.462,0.8376000000000001,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,7.2,2.72,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,23.005,73.1066666667,50.1016666667,33.92083333334,15.674333333344,24.4975,0.0,2.493,2.493,1.5723999999999998,1.10472,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
KGeBr3,K1 Ge1 Br3,19.0,35.0,16.0,31.2,4.880000000000001,35.0,3.0,95.0,92.0,73.4,28.159999999999997,95.0,39.0983,79.904,40.805699999999995,70.29006,12.476704,79.904,265.8,1211.4,945.6000000000001,469.066,296.9336,265.8,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,203.0,83.0,136.6,26.559999999999995,120.0,0.82,2.96,2.14,2.3419999999999996,0.7416000000000001,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,23.005,73.1066666667,50.1016666667,36.91033333334,14.478533333343998,29.48,0.0,1.457,1.457,0.9508000000000001,0.6074400000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
KGeI3,K1 Ge1 I3,19.0,53.0,34.0,42.0,13.2,53.0,3.0,96.0,93.0,74.0,28.4,96.0,39.0983,126.90447,87.80617000000001,98.49034200000001,34.09695359999999,126.90447,336.53,1211.4,874.8700000000001,541.6960000000001,267.88160000000005,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,5.0,1.0,4.6,0.4800000000000001,5.0,120.0,203.0,83.0,148.0,22.0,139.0,0.82,2.66,1.8400000000000003,2.162,0.5976000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,23.005,73.1066666667,50.1016666667,45.03133333334,11.230133333344,43.015,0.0,1.062,1.062,0.7138,0.41784,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
KBiCl3,K1 Bi1 Cl3,17.0,83.0,66.0,30.6,20.96,17.0,3.0,94.0,91.0,74.2,28.479999999999997,94.0,35.453,208.9804,173.5274,70.88754,55.237144,35.453,171.6,544.4,372.79999999999995,279.146,129.05519999999999,171.6,1.0,17.0,16.0,13.4,4.959999999999999,17.0,3.0,6.0,3.0,3.8,0.96,3.0,102.0,203.0,101.0,131.4,35.28,102.0,0.82,3.16,2.3400000000000003,2.464,0.8352,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.6,1.6799999999999997,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,29.0,28.0,10.2,7.519999999999999,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.2,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.4,0.6399999999999999,1.0,24.4975,73.1066666667,48.60916666669999,35.909833333339996,14.878733333343996,24.4975,0.0,2.493,2.493,1.4957999999999998,1.19664,2.493,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.6,56.959999999999994,64.0
KBiBr3,K1 Bi1 Br3,19.0,83.0,64.0,41.4,16.639999999999997,35.0,3.0,95.0,92.0,74.8,28.720000000000006,95.0,39.0983,208.9804,169.8821,97.55814000000001,44.56890400000001,79.904,265.8,544.4,278.59999999999997,335.666,83.83919999999998,265.8,1.0,17.0,16.0,13.4,4.959999999999999,17.0,4.0,6.0,2.0,4.4,0.6400000000000002,4.0,120.0,203.0,83.0,142.2,26.639999999999997,120.0,0.82,2.96,2.14,2.344,0.7392000000000001,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.6,1.6799999999999997,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,29.0,28.0,16.2,6.08,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.2,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.4,0.6399999999999999,1.0,29.48,73.1066666667,43.62666666669999,38.899333333339996,13.682933333343996,29.48,0.0,1.457,1.457,0.8742000000000001,0.6993600000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.6,56.959999999999994,64.0
KBiI3,K1 Bi1 I3,19.0,83.0,64.0,52.2,13.279999999999998,53.0,3.0,96.0,93.0,75.4,28.959999999999997,96.0,39.0983,208.9804,169.8821,125.758422,34.6640488,126.90447,336.53,544.4,207.87,408.296,54.44159999999998,386.85,1.0,17.0,16.0,13.4,4.959999999999999,17.0,4.0,6.0,2.0,5.0,0.4,5.0,139.0,203.0,64.0,153.6,19.759999999999998,139.0,0.82,2.66,1.8400000000000003,2.164,0.5952000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.6,1.6799999999999997,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,29.0,28.0,16.2,6.08,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.2,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.4,0.6399999999999999,1.0,32.95,73.1066666667,40.15666666669999,47.02033333334,10.434533333343996,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.6,56.959999999999994,64.0
NaPbCl3,Na1 Pb1 Cl3,11.0,82.0,71.0,28.8,21.28,17.0,2.0,94.0,92.0,73.0,28.4,94.0,22.98976928,207.2,184.21023072,67.309753856,55.9560984576,35.453,171.6,600.61,429.01,297.256,150.7872,171.6,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,6.0,3.0,3.6,0.9600000000000002,3.0,102.0,166.0,64.0,123.6,25.919999999999998,102.0,0.93,3.16,2.23,2.548,0.7344,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,28.0,27.0,10.0,7.2,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,24.4975,29.2433333333,4.745833333300002,26.169166666659997,2.0059999999920004,24.4975,0.0,2.493,2.493,1.4957999999999998,1.19664,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
NaPbBr3,Na1 Pb1 Br3,11.0,82.0,71.0,39.6,16.96,35.0,2.0,95.0,93.0,73.6,28.640000000000004,95.0,22.98976928,207.2,184.21023072,93.980353856,45.287858457599995,79.904,265.8,600.61,334.81,353.776,105.5712,265.8,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,6.0,3.0,4.2,0.7200000000000001,4.0,120.0,166.0,46.0,134.4,17.28,120.0,0.93,2.96,2.03,2.428,0.6384,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,28.0,27.0,16.0,6.0,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,28.11,29.48,1.370000000000001,29.158666666659997,0.41946666666400245,29.48,0.0,1.457,1.457,0.8742000000000001,0.6993600000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
NaPbI3,Na1 Pb1 I3,11.0,82.0,71.0,50.4,15.760000000000002,53.0,2.0,96.0,94.0,74.2,28.879999999999995,96.0,22.98976928,207.2,184.21023072,122.18063585600001,39.67634663039999,126.90447,370.87,600.61,229.74,426.40600000000006,69.68160000000003,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,6.0,3.0,4.8,0.7200000000000001,5.0,139.0,166.0,27.0,145.8,8.160000000000002,139.0,0.93,2.66,1.73,2.248,0.5271999999999999,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,28.0,27.0,16.0,6.0,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,28.11,43.015,14.905000000000001,37.27966666666,6.882400000008,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
NaSnCl3,Na1 Sn1 Cl3,11.0,50.0,39.0,22.4,11.04,17.0,2.0,94.0,92.0,72.8,28.320000000000004,94.0,22.98976928,118.71,95.72023071999999,49.611753856,27.6392984576,35.453,171.6,505.08,333.48,278.15,127.85999999999999,171.6,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,5.0,2.0,3.4,0.6399999999999999,3.0,102.0,166.0,64.0,122.2,24.240000000000002,102.0,0.93,3.16,2.23,2.474,0.8231999999999999,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,7.2,2.72,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,24.4975,33.285,8.787499999999998,27.20416666666,3.2479999999920004,24.4975,0.0,2.493,2.493,1.4957999999999998,1.19664,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,112.4,58.08,64.0
NaSnBr3,Na1 Sn1 Br3,11.0,50.0,39.0,33.2,8.879999999999999,35.0,2.0,95.0,93.0,73.4,28.559999999999995,95.0,22.98976928,118.71,95.72023071999999,76.282353856,21.317033830399996,79.904,265.8,505.08,239.27999999999997,334.67,82.64399999999999,265.8,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,5.0,2.0,4.0,0.4,4.0,120.0,166.0,46.0,133.0,15.6,120.0,0.93,2.96,2.03,2.354,0.7272,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,29.2433333333,33.285,4.041666666699996,30.19366666666,1.2365333333359991,29.48,0.0,1.457,1.457,0.8742000000000001,0.6993600000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,112.4,58.08,64.0
NaSnI3,Na1 Sn1 I3,11.0,53.0,42.0,44.0,13.2,53.0,2.0,96.0,94.0,74.0,28.8,96.0,22.98976928,126.90447,103.91470072,104.482635856,32.5971466304,126.90447,370.87,505.08,134.20999999999998,407.30000000000007,39.11200000000002,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,5.0,2.0,4.6,0.6400000000000002,5.0,139.0,166.0,27.0,144.4,8.640000000000004,139.0,0.93,2.66,1.73,2.1740000000000004,0.5831999999999999,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,29.2433333333,43.015,13.7716666667,38.31466666666,5.640400000008,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,112.4,58.08,64.0
NaGeCl3,Na1 Ge1 Cl3,11.0,32.0,21.0,18.8,5.28,17.0,2.0,94.0,92.0,72.6,28.240000000000002,94.0,22.98976928,72.64,49.650230719999996,40.397753856,12.896898457599997,35.453,171.6,1211.4,1039.8000000000002,419.41399999999993,316.79439999999994,171.6,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,4.0,1.0,3.2,0.3200000000000001,3.0,102.0,166.0,64.0,118.4,19.68,102.0,0.93,3.16,2.23,2.484,0.8112000000000001,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,7.2,2.72,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,23.005,29.2433333333,6.238333333300002,25.148166666659996,1.6380666666559989,24.4975,0.0,2.493,2.493,1.5723999999999998,1.10472,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
NaGeBr3,Na1 Ge1 Br3,11.0,35.0,24.0,29.6,7.4399999999999995,35.0,2.0,95.0,93.0,73.2,28.479999999999997,95.0,22.98976928,79.904,56.91423071999999,67.068353856,17.631433830399995,79.904,265.8,1211.4,945.6000000000001,475.934,294.18640000000005,265.8,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,4.0,1.0,3.8,0.3200000000000001,4.0,120.0,166.0,46.0,129.2,14.719999999999994,120.0,0.93,2.96,2.03,2.364,0.7152000000000001,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,23.005,29.48,6.475000000000001,28.13766666666,2.0530666666640007,29.48,0.0,1.457,1.457,0.9508000000000001,0.6074400000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
NaGeI3,Na1 Ge1 I3,11.0,53.0,42.0,40.4,15.12,53.0,2.0,96.0,94.0,73.8,28.720000000000006,96.0,22.98976928,126.90447,103.91470072,95.268635856,37.9630009728,126.90447,370.87,1211.4,840.5300000000001,548.5640000000001,265.1344,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,5.0,2.0,4.4,0.72,5.0,120.0,166.0,46.0,140.6,10.159999999999997,139.0,0.93,2.66,1.73,2.184,0.5712,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,23.005,43.015,20.01,36.258666666660005,8.107600000008,43.015,0.0,1.062,1.062,0.7138,0.41784,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
NaBiCl3,Na1 Bi1 Cl3,11.0,83.0,72.0,29.0,21.6,17.0,2.0,94.0,92.0,74.0,28.8,94.0,22.98976928,208.9804,185.99063072,67.66583385599999,56.5258264576,35.453,171.6,544.4,372.79999999999995,286.014,137.29680000000002,171.6,1.0,17.0,16.0,13.4,4.959999999999999,17.0,3.0,6.0,3.0,3.6,0.9600000000000002,3.0,102.0,166.0,64.0,124.0,26.4,102.0,0.93,3.16,2.23,2.4859999999999998,0.8088000000000001,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.6,1.6799999999999997,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,29.0,28.0,10.2,7.519999999999999,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.2,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.4,0.6399999999999999,1.0,24.4975,32.95,8.452500000000004,27.13716666666,3.1675999999920017,24.4975,0.0,2.493,2.493,1.4957999999999998,1.19664,2.493,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.6,56.959999999999994,64.0
NaBiBr3,Na1 Bi1 Br3,11.0,83.0,72.0,39.8,17.279999999999998,35.0,2.0,95.0,93.0,74.6,29.040000000000003,95.0,22.98976928,208.9804,185.99063072,94.336433856,45.85758645760001,79.904,265.8,544.4,278.59999999999997,342.534,92.08079999999998,265.8,1.0,17.0,16.0,13.4,4.959999999999999,17.0,3.0,6.0,3.0,4.2,0.7200000000000001,4.0,120.0,166.0,46.0,134.8,17.76,120.0,0.93,2.96,2.03,2.3659999999999997,0.7128,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.6,1.6799999999999997,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,29.0,28.0,16.2,6.08,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.2,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.4,0.6399999999999999,1.0,29.2433333333,32.95,3.706666666700002,30.126666666660004,1.1293333333360025,29.48,0.0,1.457,1.457,0.8742000000000001,0.6993600000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.6,56.959999999999994,64.0
NaBiI3,Na1 Bi1 I3,11.0,83.0,72.0,50.6,15.839999999999998,53.0,2.0,96.0,94.0,75.2,29.279999999999994,96.0,22.98976928,208.9804,185.99063072,122.536715856,39.818778630400004,126.90447,370.87,544.4,173.52999999999997,415.16400000000004,51.69440000000001,386.85,1.0,17.0,16.0,13.4,4.959999999999999,17.0,3.0,6.0,3.0,4.8,0.7200000000000001,5.0,139.0,166.0,27.0,146.2,8.639999999999997,139.0,0.93,2.66,1.73,2.186,0.5688000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.6,1.6799999999999997,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,29.0,28.0,16.2,6.08,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.2,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.4,0.6399999999999999,1.0,29.2433333333,43.015,13.7716666667,38.24766666666001,5.720800000007998,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.6,56.959999999999994,64.0
